"province","region","year","pop","y","g","cd","cds1","cds2","u1","u2","mafiosi","extortion","corruption1","corruption2","murder"
"Arezzo","Toscana",1997,318881,0.572953820228577,-0.147118479013443,0,0,0,0.196038007736206,0.00452297925949097,0,0.0060320571064949,-0.0126168709248304,-0.0126377288252115,0
"Arezzo","Toscana",1998,320103,-0.451936960220337,0.0587132535874844,0,0,0,-0.250847578048706,-0.0355734825134277,0,0.00282470136880875,-3.59145924448967e-05,0.0218081045895815,0
"Arezzo","Toscana",1999,321725,0.735599756240845,0.157863810658455,0,0,0,NA,NA,0,-0.0190589614212513,-4.72497195005417e-05,0.00602748990058899,0
"Siena","Toscana",1987,250846,-0.128707930445671,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Siena","Toscana",1988,250588,0.435837119817734,0.00665143644437194,0,0,0,-0.0615711212158203,-0.0291240215301514,0,0.0399061404168606,-0.00397830083966255,0.00400703214108944,0
"Siena","Toscana",1989,250530,3.39424347877502,0.242996349930763,0,0,0,-0.268847584724426,0.000231504440307617,0,-0.0119653753936291,0.00399338640272617,-0.00797845609486103,0
"Siena","Toscana",1990,250598,2.41721177101135,-0.161149993538857,0,0,0,-0.463603496551514,0.0397339463233948,0,-0.00798849016427994,-0.00399370491504669,0.00797766074538231,0
"Siena","Toscana",1991,250435,1.65404081344604,-0.0406715534627438,0,0,0,0.218220949172974,-0.0191519856452942,0,0.00400603748857975,5.19491732120514e-06,-0.0119661707431078,0
"Siena","Toscana",1992,250988,1.26649677753448,1.01834166049957,0,0,0,-0.0837681293487549,0.0465844869613647,0,-0.00802129507064819,0.0159194208681583,0.0199036747217178,0
"Siena","Toscana",1993,251616,-2.04370474815369,-0.706861197948456,0,0,0,-0.0936617851257324,-0.0314865708351135,0,0.0198317747563124,0.0118632670491934,0.0237762536853552,0
"Siena","Toscana",1994,251193,0.453504592180252,-0.0149655761197209,0,0,0,-0.332231998443604,0.021100640296936,0,0.0279272496700287,-0.00790177285671234,-0.0277800168842077,0
"Siena","Toscana",1995,251217,2.32231187820435,-0.120334289968014,0,0,0,-0.389866054058075,-0.0293658971786499,0,-0.00796733051538467,-0.0199057757854462,0.011939587071538,0
"Siena","Toscana",1996,251783,-0.836765885353088,-0.201191693544388,0,0,0,-0.160211145877838,-0.0122007727622986,0,-0.0160119719803333,0.0516138672828674,-8.05370509624481e-05,0
"Siena","Toscana",1997,251892,2.52758932113647,0.0179257616400719,0,0,0,0.148358106613159,0.0483573079109192,0.00396995525807142,0.0158626362681389,-0.0119356475770473,0.0158643536269665,0
"Siena","Toscana",1998,252069,-0.547407746315002,0.223731964826584,0,0,0,0.12181955575943,0.0181660056114197,-0.00396995525807142,0.00392813980579376,-0.0238364562392235,-0.00400340557098389,0
"Siena","Toscana",1999,252799,2.25475668907166,0.60115909576416,0,0,0,NA,NA,0,0.0196067206561565,0.0197098217904568,-0.0199160315096378,0
"Grosseto","Toscana",1987,217127,1.68816900253296,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Grosseto","Toscana",1988,216590,-0.564090251922607,-0.935248613357544,0,0,0,-0.606304049491882,0.00247621536254883,0,0.00925687327980995,0.0138624729588628,0.00924545526504517,0
"Grosseto","Toscana",1989,216447,2.68375110626221,-0.301699131727219,0,0,0,-0.828804194927216,-0.0390797853469849,0,-0.0092279352247715,1.2202188372612e-05,0.0415897704660892,0
"Grosseto","Toscana",1990,216225,0.952126264572144,0.355503439903259,0,0,0,0.555824816226959,0.0276944637298584,0.0786218047142029,-0.00461532548069954,0.0416422821581364,0.00468173250555992,0
"Grosseto","Toscana",1991,215907,2.41626405715942,-1.03324925899506,0,0,0,0.146151661872864,0.0401861667633057,-0.0786218047142029,-0.00462481193244457,-0.00917469337582588,-0.036964438855648,0
"Grosseto","Toscana",1992,217769,0.0935345217585564,0.972827434539795,0,0,0,-0.20872962474823,-0.00858712196350098,0,0.00918404385447502,-0.00961966812610626,0.0181700773537159,0
"Grosseto","Toscana",1993,217363,-0.355221956968307,-0.260884761810303,0,0,0,0.480051875114441,-0.0368483066558838,0.00460059894248843,0.0368219465017319,-0.00912400335073471,0.023080188781023,0
"Grosseto","Toscana",1994,217647,-0.657130599021912,-0.649082005023956,0,0,0,-0.463867783546448,-0.027974009513855,-0.00460059894248843,-0.00924922525882721,-4.20212745666504e-05,-0.0322462134063244,0
"Grosseto","Toscana",1995,216713,1.74837076663971,0.31741589307785,0,0,0,-0.737171649932861,-0.023098349571228,0,-0.022913571447134,0.147799342870712,0.0278250016272068,0
"Grosseto","Toscana",1996,216418,-0.25387242436409,0.532133221626282,0,0,0,0.342365711927414,0.0151554346084595,0,0.0185016207396984,-0.147616699337959,-0.0230216719210148,0
"Grosseto","Toscana",1997,216207,3.93997693061829,-0.274886935949326,0,0,0,-0.0296050906181335,0.0145810842514038,0,3.15643846988678e-05,0.0324079431593418,0.00466127321124077,0
"Grosseto","Toscana",1998,215807,2.06760311126709,0.173567444086075,0,0,0,-0.470747947692871,0.0415921211242676,0,-0.00920752808451653,-0.032316368073225,-0.0138241536915302,0
"Grosseto","Toscana",1999,215445,2.79898858070374,0.282503336668015,0,0,0,NA,NA,0,0.0371713750064373,0.0232622809708118,0.018612939864397,0
"Perugia","Umbria",1987,584127,0.222534194588661,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Perugia","Umbria",1988,585311,4.62726926803589,-0.0147556448355317,0,0,0,0.128362894058228,0.0241774916648865,0.00512548023834825,0.00168771483004093,0.00507007166743279,0.015338346362114,0
"Perugia","Umbria",1989,586493,3.04169487953186,-0.111679963767529,0,0,0,-0.788353681564331,-0.0150327086448669,-0.00512548023834825,0.00509104691445827,-0.0273462235927582,-0.027349665760994,0
"Perugia","Umbria",1990,587563,0.882623434066772,-0.0139784226194024,0,0,0,-0.223859667778015,-0.00182276964187622,0,-0.0051368847489357,0.0102023556828499,0.00849730521440506,0
"Perugia","Umbria",1991,588687,3.35087847709656,-0.0792695507407188,0,0,0,1.05951511859894,0.0408303737640381,0,-2.27475538849831e-05,-0.0102214198559523,-0.00852272380143404,0
"Perugia","Umbria",1992,591811,1.44466495513916,0.717989981174469,0,0,0,-0.694897413253784,-0.0350189208984375,0.00506918597966433,-6.27683475613594e-05,0.00504228519275784,0.0168614182621241,0
"Perugia","Umbria",1993,595695,-2.9449565410614,-0.920654475688934,0,0,0,0.340944290161133,-0.0461070537567139,-0.00339047471061349,0.0133525710552931,0.0335081219673157,0.0149541608989239,0
"Perugia","Umbria",1994,598402,0.494679987430573,-0.410922914743423,0,0,0,0.0297913551330566,-0.0226339101791382,-0.00167871138546616,-0.000113910064101219,-0.00019744411110878,0.00483869016170502,0
"Perugia","Umbria",1995,602276,1.96228992938995,0.101750455796719,0,0,0,-0.665418386459351,-0.00189721584320068,0.0149433147162199,0.0131217110902071,-0.0069209486246109,-0.00360020995140076,0
"Perugia","Umbria",1996,606290,-0.0417961291968822,0.0850554928183556,0,0,0,-0.043204665184021,0.00690150260925293,-0.0149433147162199,-0.00190220773220062,-0.00848871655762196,-0.0134588312357664,0
"Perugia","Umbria",1997,608398,1.39766800403595,-0.170768857002258,0,0,0,-0.00555741786956787,0.0187031030654907,0,0.00316159799695015,-0.00995911657810211,-0.00666607916355133,0
"Perugia","Umbria",1998,609782,-2.39913558959961,0.0280196573585272,0,0,0,-0.436208248138428,-0.0110829472541809,0,-0.0148489084094763,0.0147183369845152,0.0114347450435162,0
"Perugia","Umbria",1999,612629,2.50524568557739,0.978984177112579,0,0,0,NA,NA,0,0.0292672533541918,-0.0197401326149702,-0.00504172779619694,0
"Terni","Umbria",1987,223716,1.33140408992767,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Terni","Umbria",1988,223519,2.5494065284729,0.329107910394669,0,0,0,-0.480024099349976,0.0133033990859985,0,0.00450541079044342,0.0313251279294491,0.0268512330949306,0
"Terni","Umbria",1989,223112,3.6063404083252,-0.69347208738327,0,0,0,0.304709196090698,-0.0231786966323853,0,0.0941965728998184,0.013519611209631,0.0179935060441494,0
"Terni","Umbria",1990,223060,0.640642940998077,1.56559729576111,0,0,0,0.0252938270568848,-0.0517266988754272,0,-0.112046122550964,-0.0493015460669994,-0.0493015460669994,0
"Terni","Umbria",1991,222951,2.05229306221008,0.0669297948479652,0,0,0,-0.391790390014648,0.0650273561477661,0,-0.00447433069348335,0.0179433543235064,0.0269139353185892,0
"Terni","Umbria",1992,222985,3.29776000976562,3.25220441818237,0,0,0,1.04947113990784,-0.0127313137054443,0,0.0358741171658039,0.0448426492512226,-0.00448939390480518,0
"Terni","Umbria",1993,223477,-1.49569880962372,-4.09755706787109,0,0,0,-0.503146171569824,0.0103747844696045,0,0.0849014669656754,0.0177508369088173,0.0357386320829391,0
"Terni","Umbria",1994,224078,1.78013050556183,-0.0548995211720467,0,0,0,-0.540997743606567,-0.0152645111083984,0,-0.11194035410881,-0.027004424482584,0.0221456363797188,0
"Terni","Umbria",1995,223634,1.6831306219101,0.00676341913640499,0,0,0,-0.223881602287292,-0.0236589908599854,0.0044715921394527,0.0581838563084602,0.0761322528123856,-0.0177180245518684,0
"Terni","Umbria",1996,223625,-3.95171117782593,-0.629885375499725,0,0,0,-0.766348123550415,-0.0262770652770996,-0.0044715921394527,-0.0447142980992794,-0.107317134737968,-0.0447150245308876,0
"Terni","Umbria",1997,223316,-1.46891367435455,-0.106282100081444,0,0,0,0.00928473472595215,-0.0256459712982178,0,-0.00442226976156235,0.0224269218742847,0.0224207360297441,0
"Terni","Umbria",1998,222893,-4.24776077270508,0.494884431362152,0,0,0,-0.217540442943573,-0.0258835554122925,0,-0.00441847369074821,-0.0357981808483601,-0.0268337652087212,0
"Terni","Umbria",1999,222859,-0.319777369499207,2.00057816505432,0,0,0,NA,NA,0,0.0269276425242424,0.00448919460177422,0.0179513059556484,0
"Pesaro E Urbino","Marche",1987,333599,2.69657182693481,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Pesaro E Urbino","Marche",1988,333906,2.09455037117004,-0.485172420740128,0,0,0,-0.241677045822144,0.0141181349754333,0,-0.0449641644954681,0.0119628813117743,-0.0179966893047094,0
"Pesaro E Urbino","Marche",1989,334649,3.77683973312378,-1.05675876140594,0,0,0,-0.478925466537476,-0.00222277641296387,0,0.0119528220966458,0.0178627409040928,-0.00600300868973136,0
"Pesaro E Urbino","Marche",1990,335276,1.2325439453125,0.629195094108582,0,0,0,-0.381079196929932,-0.00936251878738403,0,0.0059428820386529,-0.00903726369142532,0.0149019099771976,0
"Pesaro E Urbino","Marche",1991,335698,1.19099640846252,0.854438662528992,0,0,0,0.127229452133179,0.0136678218841553,0,0.00593523867428303,-0.0238796845078468,-0.00300511345267296,0
"Pesaro E Urbino","Marche",1992,336479,2.27638554573059,-0.91377580165863,0,0,0,0.383772850036621,-0.0713167190551758,0,-0.00897117424756289,0.00590933579951525,0.00887437537312508,0
"Pesaro E Urbino","Marche",1993,337385,-2.50576663017273,-0.430215954780579,0,0,0,0.51600456237793,-0.0106571316719055,0,0.00588804204016924,0.0266198925673962,0.00882009230554104,0
"Pesaro E Urbino","Marche",1994,338264,-1.82196092605591,-0.0725899189710617,0,0,0,-0.220900654792786,0.0442816615104675,0,-0.0148352682590485,-0.00012323260307312,-0.00600496679544449,0
"Pesaro E Urbino","Marche",1995,338812,2.77686810493469,-0.126840338110924,0,0,0,-0.679273366928101,0.00598585605621338,0,0.0855836272239685,0.0353413634002209,0.0147096328437328,0
"Pesaro E Urbino","Marche",1996,340071,1.30733525753021,0.0464723370969296,0,0,0,-0.0255278348922729,0.0038381814956665,0,-0.0415066070854664,-0.0414738245308399,-0.0236884038895369,0
"Pesaro E Urbino","Marche",1997,340830,0.985311627388,-0.228296965360641,0,0,0,-0.384921550750732,-0.00222939252853394,0,-0.000111322849988937,-0.0352998450398445,-0.0117818946018815,0
"Pesaro E Urbino","Marche",1998,342641,-1.78403723239899,0.12029517441988,0,0,0,-0.275560736656189,0.0170063376426697,0.0291850659996271,-0.0177746675908566,0.0145615180954337,0.0174645148217678,0
"Pesaro E Urbino","Marche",1999,344494,-0.151514396071434,0.390330612659454,0,0,0,NA,NA,-0.0291850659996271,-0.00307548977434635,0.00859853625297546,-0.00304409302771091,0
"Ancona","Marche",1987,434224,2.87438344955444,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ancona","Marche",1988,434794,0.652313709259033,-1.2264484167099,0,0,0,0.101106882095337,-0.0236591696739197,-0.00921183545142412,-3.92477959394455e-05,-0.0115389470010996,-0.00923900678753853,0
"Ancona","Marche",1989,435269,2.85104632377625,0.553617238998413,0,0,0,-0.14156174659729,-0.0355780124664307,0,0.0137519501149654,0.0114670693874359,-0.00232001952826977,0
"Ancona","Marche",1990,436513,1.64024686813354,-0.315538823604584,0,0,0,-0.644068479537964,0.0428683161735535,0,-0.0276149902492762,-0.00924864411354065,0.00911115109920502,0
"Ancona","Marche",1991,437114,-0.142168655991554,0.859673202037811,0,0,0,-0.0363333225250244,0.0207244753837585,0,0.00455341674387455,-0.00689154677093029,-0.0114764608442783,0
"Ancona","Marche",1992,438138,3.36564493179321,-0.728287637233734,0,0,0,0.1380934715271,-0.0133290886878967,0,-0.00233050622045994,0.00225030444562435,0.0136568881571293,0
"Ancona","Marche",1993,439410,-1.54222297668457,-0.245251998305321,0,0,0,0.0114481449127197,-0.0539014935493469,0,0.0295322705060244,0.0818817913532257,0.0226718969643116,0
"Ancona","Marche",1994,439760,3.44400405883789,-0.202616408467293,0,0,0,-0.445012450218201,-0.00662714242935181,0,0.00905783101916313,0.0499494075775146,0.00223230943083763,0
"Ancona","Marche",1995,440239,2.18917441368103,-0.351932048797607,0,0,0,-0.669712543487549,-0.00108861923217773,0.0681448057293892,-0.0409487336874008,-0.0910205617547035,-0.0295887961983681,0
"Ancona","Marche",1996,441123,3.50713849067688,0.00185448362026364,0,0,0,-0.0128740072250366,0.00382494926452637,-0.0386745668947697,0.00903590209782124,-0.0341179221868515,0.00221686996519566,0
"Ancona","Marche",1997,441815,-0.0420915968716145,0.105840519070625,0,0,0,-0.59984302520752,-0.0310682058334351,-0.0294702388346195,0.00222433358430862,-0.00682567805051804,-0.00683278031647205,0
"Ancona","Marche",1998,442658,-1.75705027580261,-0.11409742385149,0,0,0,-0.074390709400177,-0.020033597946167,0.00225908029824495,0.054166205227375,0.0135243088006973,-0.00455695390701294,0
"Ancona","Marche",1999,444056,2.22324347496033,0.188118025660515,0,0,0,NA,NA,0.0292684771120548,-0.027279656380415,-0.0181082040071487,-0.00230175349861383,0
"Macerata","Marche",1987,293238,1.71413886547089,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Macerata","Marche",1988,293783,1.34140563011169,-0.639044463634491,0,0,0,-0.304313659667969,0.0209578275680542,0.0238271113485098,-0.0204991549253464,0.0136028388515115,-6.32624141871929e-06,0
"Macerata","Marche",1989,294078,2.47638416290283,-0.374403834342957,0,0,0,-0.25468111038208,-0.0161554217338562,-0.0238271113485098,0.0203822627663612,0.010180888697505,0.0135984187945724,0
"Macerata","Marche",1990,294900,0.47892040014267,0.134746834635735,0,0,0,-1.06685400009155,-0.0181761980056763,0.0169549006968737,-0.00689569860696793,-0.00347628630697727,0.0101255476474762,0
"Macerata","Marche",1991,295316,-0.227811112999916,-0.785593867301941,0,0,0,0.703021287918091,-0.00919181108474731,-0.0169549006968737,0.00333843380212784,0.0135065987706184,-0.00681062042713165,0
"Macerata","Marche",1992,296250,2.67743873596191,0.400689214468002,0,0,0,-0.189072608947754,0.00462442636489868,0,0.0370133705437183,-0.0338833853602409,-6.40545040369034e-05,0
"Macerata","Marche",1993,297284,-1.11457502841949,-0.217606469988823,0,0,0,0.148729562759399,-0.0841731429100037,0,0.00310549139976501,0.00670409202575684,-7.04433768987656e-05,0
"Macerata","Marche",1994,297820,2.99511122703552,-0.109525233507156,0,0,0,-0.35161828994751,-0.0713946223258972,0.0201463978737593,0.0468690171837807,0.0503417775034904,0.030183270573616,0
"Macerata","Marche",1995,298295,3.80828642845154,-0.13052761554718,0,0,0,-0.325501143932343,0.0250746011734009,-0.0201463978737593,-0.0705979391932487,-0.0336254462599754,-0.0302516762167215,0
"Macerata","Marche",1996,299238,-0.62617439031601,0.458802461624146,0,0,0,-0.303777813911438,0.0646662712097168,0,0.00651461258530617,-9.50805842876434e-05,0.00327843613922596,0
"Macerata","Marche",1997,300207,-1.05468606948853,-0.260482728481293,0,0,0,-0.0573029518127441,-0.0365694761276245,0,-0.0101872645318508,-0.0100901834666729,-0.00673757679760456,0
"Macerata","Marche",1998,301422,-3.74296188354492,-0.169820159673691,0,0,0,0.0794859528541565,-0.0125496983528137,0,-0.0267422683537006,-0.01003338675946,-0.00670235138386488,0
"Macerata","Marche",1999,302648,0.818463861942291,1.01635122299194,0,0,0,NA,NA,0,0.0759018063545227,0.00656801927834749,0.00326385069638491,0
"Ascoli Piceno","Marche",1987,356820,1.89330899715424,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Ascoli Piceno","Marche",1988,357794,-0.0476056262850761,-1.46812355518341,0,0,0,0.10663914680481,-0.0214180946350098,0,0.0139516349881887,-0.00845337472856045,-3.81460413336754e-05,0.00279490440152586
"Ascoli Piceno","Marche",1989,358535,3.54696726799011,-1.22800898551941,0,0,0,-0.298389434814453,-0.00206887722015381,0.0111565114930272,-0.0084135951474309,-0.0028237858787179,-0.00281800981611013,-0.00279490440152586
"Ascoli Piceno","Marche",1990,359549,-0.147130057215691,0.709154427051544,0,0,0,-0.238457560539246,-0.0412904620170593,-0.0111565114930272,0.0222107693552971,0.00552319455891848,0.0110935857519507,0
"Ascoli Piceno","Marche",1991,360465,-1.86125826835632,-0.42586949467659,0,0,0,0.127214312553406,-0.0357699990272522,0,-0.0167370475828648,0.00827310979366302,-0.0139275137335062,0
"Ascoli Piceno","Marche",1992,363127,0.532828569412231,-0.615332067012787,0,0,0,-0.0874708890914917,0.019310474395752,0.0413078628480434,0.0246423594653606,-0.0222342293709517,-0.00281486846506596,0
"Ascoli Piceno","Marche",1993,364144,-2.51474571228027,0.0294671021401882,0,0,0,0.269528269767761,-0.0362446904182434,-0.0413078628480434,-0.0138538908213377,0.0274462811648846,0.0137154497206211,0
"Ascoli Piceno","Marche",1994,365187,-1.11362552642822,-0.0768307372927666,0,0,0,-0.293608069419861,-0.0165590643882751,0,0.0409885719418526,-0.0110474117100239,-0.00279322639107704,0
"Ascoli Piceno","Marche",1995,365826,1.66547429561615,-0.227486133575439,0,0,0,-0.247356534004211,-0.0156373381614685,0.00273354002274573,0.00534272193908691,0.0136294364929199,0.0136390011757612,0.00273354002274573
"Ascoli Piceno","Marche",1996,367174,-0.33203911781311,0.038764625787735,0,0,0,-0.107423663139343,0.0102110505104065,-0.00273354002274573,-0.038410060107708,0.0107635520398617,-0.0137279126793146,-0.00273354002274573
"Ascoli Piceno","Marche",1997,368027,3.018639087677,0.132306948304176,0,0,0,-0.235020458698273,0.00455248355865479,0,0.0488210842013359,-0.0354308038949966,-0.00547225866466761,0
"Ascoli Piceno","Marche",1998,368728,-1.73264145851135,0.243252903223038,0,0,0,-0.0158103108406067,-0.00877588987350464,0,-0.0245735421776772,0.0108274416998029,0.0162514932453632,0
"Ascoli Piceno","Marche",1999,369791,-0.170454099774361,0.0218431893736124,0,0,0,NA,NA,0,0.0106376111507416,-0.00817505922168493,-0.00278219021856785,0
"Viterbo","Lazio",1987,273758,2.56779503822327,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Viterbo","Lazio",1988,275186,-1.25061416625977,-1.26126706600189,0,0,0,-0.164415597915649,0.0790575742721558,0,0.01805579662323,-0.00736258924007416,-0.00370972789824009,0
"Viterbo","Lazio",1989,276522,2.56490969657898,0.665589511394501,0,0,0,0.425718665122986,0.0444279313087463,0,-0.0327402651309967,0.00356367789208889,0.00718002580106258,0
"Viterbo","Lazio",1990,278099,-0.583272993564606,-1.91882431507111,0,0,0,-0.289087057113647,-0.034957230091095,0,0.00355482753366232,0.00351381301879883,-0.000102534890174866,0
"Viterbo","Lazio",1991,278608,2.63498044013977,1.73558223247528,0,0,0,0.116501927375793,-0.0422379970550537,0,-0.00719825271517038,0.0609847865998745,0.00714569911360741,0
"Viterbo","Lazio",1992,281244,1.32879722118378,0.106935381889343,0,0,0,-0.0631736516952515,0.0309926271438599,0,-3.36410012096167e-05,-0.0540745742619038,-0.00379111990332603,0
"Viterbo","Lazio",1993,285667,-3.53552222251892,-0.79801332950592,0,0,0,0.172502517700195,-0.0457572937011719,0,0.0139472652226686,-0.0178882628679276,-0.0143326288089156,0
"Viterbo","Lazio",1994,287794,-1.72079944610596,-1.08973562717438,0,0,0,-0.60772716999054,-0.0385086536407471,0.0034747077152133,0.0137694701552391,0.0103723788633943,0.0103723788633943,0
"Viterbo","Lazio",1995,289251,0.673283159732819,-1.11237144470215,0,0,0,0.384060263633728,-0.0156319141387939,-0.0034747077152133,0.0517005547881126,0.00336969271302223,0.00336969271302223,0
"Viterbo","Lazio",1996,290592,-1.26940608024597,-0.447386860847473,0,0,0,0.552389025688171,0.0164278745651245,0.0103237526491284,-0.0554429143667221,-0.0207432303577662,-0.0207432303577662,0
"Viterbo","Lazio",1997,291277,6.44171762466431,-0.317866086959839,0,0,0,-0.401871562004089,0.0284172296524048,-0.0103237526491284,-0.00693105906248093,0.0274652652442455,0.0446310564875603,0
"Viterbo","Lazio",1998,292006,-3.56938052177429,-0.153420597314835,0,0,0,-0.306338548660278,-0.033271312713623,0,0.068440318107605,-0.0171915031969547,-0.00353601202368736,0
"Viterbo","Lazio",1999,292229,0.597546577453613,0.591915130615234,0,0,0,NA,NA,0,0.01361995190382,0.00341413449496031,-0.0171412266790867,0
"Rieti","Lazio",1987,143341,3.68807244300842,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Rieti","Lazio",1988,144056,1.97218191623688,0.0338790155947208,0,0,0,-0.401795625686646,-0.00497567653656006,0,0.0275245942175388,-0.0698329657316208,-0.0489038489758968,0
"Rieti","Lazio",1989,144395,2.52482342720032,-0.980526506900787,0,0,0,-0.212769508361816,0.071757435798645,0.020776342600584,-0.0486574023962021,-0.0138834901154041,-0.0138834901154041,0
"Rieti","Lazio",1990,144847,1.14840495586395,0.183796942234039,0,0,0,-0.221575260162354,-0.00312548875808716,-0.020776342600584,-0.0138941165059805,0.110461384057999,0.0621345266699791,0
"Rieti","Lazio",1991,144941,1.51071870326996,-0.107156217098236,0,0,0,-0.11804723739624,0.0683441758155823,0,-0.00690831383690238,-0.0345684364438057,-0.0138390138745308,0
"Rieti","Lazio",1992,147167,1.67380404472351,-0.184005901217461,0,0,0,0.351369857788086,-0.120601654052734,0,0.0270756501704454,0.0600070878863335,-0.000730503350496292,0
"Rieti","Lazio",1993,148919,-1.82159376144409,0.423662900924683,0,0,0,-0.631496787071228,-0.068993091583252,0,0.0130304098129272,-0.122469916939735,-0.0139897093176842,0
"Rieti","Lazio",1994,149815,-0.740226984024048,0.325511068105698,0,0,0,0.0745643377304077,0.0511597394943237,0,-0.02698072232306,0.0132694775238633,-0.000200804322957993,0
"Rieti","Lazio",1995,150305,0.43575131893158,0.0353991389274597,0,0,0,-0.379435300827026,-0.060423731803894,0.0266125537455082,0.0132409948855639,0.00656609423458576,0.0065443366765976,0
"Rieti","Lazio",1996,150734,-0.329411506652832,-0.208986535668373,0,0,0,-0.938226401805878,0.0165679454803467,-0.0266125537455082,0.0330763421952724,-0.0133630819618702,0.0065205916762352,0
"Rieti","Lazio",1997,150534,2.61486339569092,0.268516421318054,0,0,0,-0.130226731300354,0.0013277530670166,0,-0.0264839269220829,0.0398845486342907,6.16982579231262e-05,0
"Rieti","Lazio",1998,150650,-2.83186078071594,-0.0922073349356651,0,0,0,0.820498526096344,0.0369700193405151,0,-0.00666859373450279,-0.0332355499267578,0.013239998370409,0
"Rieti","Lazio",1999,150587,2.01835989952087,2.97151708602905,0,0,0,NA,NA,0,0.00665456429123878,-0.0265516098588705,-0.026537723839283,0
"Roma","Lazio",1987,3741512,1.895223736763,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Roma","Lazio",1988,3740606,2.20898079872131,-0.02496687322855,0,0,0,-0.373099088668823,0.0166769623756409,0.00374478101730347,0.0024118535220623,0.0312830172479153,0.00642151199281216,0.000534672697540373
"Roma","Lazio",1989,3749941,1.53774118423462,-0.24828028678894,0,0,0,-0.414661049842834,-0.0210909843444824,-0.00376400537788868,0.00473419018089771,-0.0267928671091795,-0.00113855861127377,0.0010653524659574
"Roma","Lazio",1990,3756376,4.32051610946655,0.803903162479401,0,0,0,0.19183723628521,0.023242175579071,0.11126284301281,0.00819918513298035,-0.00110551528632641,0.0135294049978256,-0.00106759718619287
"Roma","Lazio",1991,3761954,1.21009075641632,-0.867034614086151,0,0,0,0.130422353744507,0.0173518061637878,-0.104910433292389,-0.0136152040213346,-0.00960304588079453,-0.0146812442690134,0.000265029899310321
"Roma","Lazio",1992,3770157,1.89978015422821,0.292259395122528,0,0,0,0.120597064495087,-0.000107109546661377,-0.00241955649107695,0.00790112651884556,0.0373706333339214,0.0442374050617218,-0.000532216974534094
"Roma","Lazio",1993,3774746,-1.49526953697205,0.351484298706055,0,0,0,0.281954526901245,-0.0463581681251526,-0.0106118954718113,0.0137348100543022,0.0293446853756905,0.0272005051374435,-0.000265240931184962
"Roma","Lazio",1994,3772532,-0.723039329051971,-0.364383906126022,0,0,0,0.575084149837494,-0.0309292078018188,1.08836684376001e-06,-0.0113703496754169,-0.0110863074660301,-0.0169072076678276,0
"Roma","Lazio",1995,3774987,1.15413880348206,-0.0923630446195602,0,0,0,-0.180007219314575,-0.00737440586090088,0.0013233011122793,0.0113673247396946,0.0206176713109016,0.00153665989637375,0.000264901580521837
"Roma","Lazio",1996,3781792,0.996409475803375,-0.0310090128332376,0,0,0,-0.559947550296783,0.0078967809677124,0.00369622861035168,-0.00220072269439697,-0.0181415304541588,0.0030243769288063,-0.000264901580521837
"Roma","Lazio",1997,3802868,0.608513534069061,-0.00678768241778016,0,0,0,-0.0982820391654968,-0.0115143060684204,-0.00345657486468554,0.0173676796257496,0.0298461243510246,-0.0102043077349663,0
"Roma","Lazio",1998,3809829,-1.57424485683441,-0.0947472602128983,0,0,0,-0.0454391837120056,0.00931131839752197,0.00261854380369186,-0.00247665494680405,-0.029844619333744,-0.00197524577379227,0
"Roma","Lazio",1999,3817133,1.02988839149475,0.285019248723984,0,0,0,NA,NA,-0.00551306270062923,0.0140317305922508,0.0499014407396317,-0.0135014429688454,0
"Latina","Lazio",1987,460663,3.39884424209595,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Latina","Lazio",1988,464966,1.01518738269806,-0.660890579223633,0,0,0,-0.223453044891357,0.00213122367858887,0.010552579537034,-0.0135872103273869,0.00209042662754655,0.00209042662754655,0.00430138967931271
"Latina","Lazio",1989,468645,1.82852947711945,0.200266987085342,0,0,0,0.183228254318237,-0.0135793089866638,0.0402891598641872,-0.000472739338874817,0.0234043896198273,0.0127353332936764,-0.00430138967931271
"Latina","Lazio",1990,472749,0.663525223731995,-0.302079439163208,0,0,0,-0.307823896408081,-0.00302106142044067,-0.07254958152771,0.00794247910380363,-0.0277765952050686,-0.0149922501295805,0
"Latina","Lazio",1991,476447,0.32763209939003,0.298403471708298,0,0,0,0.413409471511841,0.0687481760978699,0.0377796478569508,0.00157349556684494,0.00416490249335766,0.00204961514100432,0
"Latina","Lazio",1992,481178,1.69162726402283,-0.549485146999359,0,0,0,-0.27450966835022,-0.0639479756355286,0.0141761787235737,0.0450401231646538,-0.00631724391132593,0.00615215394645929,0
