"jobid","unempdur","interim","callback","old"
4267,0,1,0,0
4583,0,0,0,1
4480,12,0,0,0
4371,52,0,0,1
4285,4,0,0,1
4420,52,1,0,0
4323,52,0,0,0
4592,24,0,0,0
4269,24,0,0,0
4442,24,1,0,1
4273,52,1,0,0
4322,52,1,0,0
4378,4,1,0,0
4473,24,1,0,1
4373,52,1,0,1
4504,4,0,0,0
4384,24,0,0,0
4523,24,1,1,0
4424,0,0,0,1
4278,24,1,1,0
4546,4,1,0,1
4329,52,1,0,0
4518,52,0,1,1
4364,52,0,0,0
4320,0,1,0,0
4433,24,0,1,1
4493,0,0,0,1
4261,52,1,0,0
4451,4,1,0,0
4293,24,1,0,1
4477,12,1,0,1
4416,24,0,0,0
4352,0,0,1,0
4469,0,1,0,0
4459,24,1,1,0
4482,12,0,0,1
4477,52,0,0,0
4483,12,1,1,0
4363,4,0,0,1
4509,4,1,0,0
4429,24,1,0,1
4318,12,0,0,0
4318,12,0,0,1
4317,24,1,0,0
4469,52,0,0,0
4278,24,0,1,1
4440,12,1,0,1
4270,4,1,0,0
4445,24,1,0,1
4316,52,0,0,1
4394,52,1,0,1
4315,12,0,1,0
4297,0,1,0,0
4488,0,1,0,0
4511,12,0,1,1
4491,0,0,0,1
4559,24,1,0,0
4458,52,0,0,1
4488,24,1,0,1
4483,4,1,0,1
4538,12,0,0,1
4277,0,1,0,1
4456,24,1,0,0
4445,4,0,0,1
4501,4,0,0,1
4590,0,0,0,0
4487,12,1,1,0
4338,4,0,0,0
4262,12,1,0,1
4326,0,1,0,0
4481,52,0,0,1
4551,24,1,0,1
4519,12,1,0,1
4315,52,1,1,1
4271,4,1,1,1
4537,24,1,0,0
4346,4,1,0,0
4502,12,1,0,1
4468,12,1,0,0
4332,12,1,0,1
4512,12,1,0,0
4517,12,0,1,0
4351,12,0,1,0
4280,24,0,0,1
4570,0,0,0,0
4382,4,0,0,1
4472,4,1,0,1
4270,52,1,0,1
4309,0,1,0,1
4495,4,1,0,1
4308,24,0,0,0
4490,52,0,0,1
4528,0,0,0,1
4496,24,0,0,1
4261,0,1,0,1
4383,52,0,0,1
4480,12,1,0,1
4299,12,0,0,0
4552,52,1,0,0
4336,12,0,0,1
4413,24,1,0,0
4399,52,0,0,1
4308,24,0,0,1
4307,12,0,0,0
4380,12,1,0,1
4373,12,0,0,0
4518,24,0,0,1
4592,52,1,0,1
4306,0,0,0,0
4323,12,0,0,1
4305,4,1,0,0
4435,4,0,0,0
4305,0,0,0,1
4361,24,0,0,1
4301,52,1,0,1
4292,0,1,0,0
4396,24,0,0,0
4482,24,1,0,0
4528,4,1,0,1
4306,52,1,0,0
4422,12,0,0,1
4441,0,0,0,1
4592,4,0,0,0
4302,12,1,0,0
4317,0,1,0,1
4514,24,1,0,1
4397,52,0,0,0
4282,12,1,1,1
4565,0,1,0,0
4452,52,0,0,1
4590,4,0,0,1
4334,0,0,0,0
4563,0,0,0,0
4300,4,1,0,0
4415,0,1,0,0
4288,0,0,0,0
4300,24,0,0,1
4582,4,1,0,0
4539,12,0,0,0
4308,12,1,0,0
4286,4,1,0,0
4505,12,1,0,1
4299,24,1,0,0
4446,52,0,0,0
4437,52,1,0,0
4537,0,0,0,1
4299,4,1,0,1
4298,4,1,0,0
4549,12,1,0,1
4304,24,0,0,1
4507,0,0,0,1
4531,4,1,0,1
4314,0,0,0,0
4404,4,0,1,0
4594,52,0,0,0
4508,12,0,0,0
4543,4,1,0,1
4295,12,1,0,0
4397,4,1,0,1
4503,52,0,0,1
4375,52,1,0,1
4551,24,1,0,0
4335,12,1,0,0
4510,0,0,0,0
4275,0,1,0,1
4505,4,0,0,0
4334,24,0,0,1
4290,0,1,0,0
4567,12,1,0,1
4403,0,0,0,1
4399,12,0,1,0
4356,0,1,0,0
4372,4,0,0,1
4349,0,1,0,0
4289,24,1,0,1
4436,4,0,0,1
4493,4,0,0,0
4410,24,0,0,0
4541,12,1,0,0
4279,4,0,0,1
4557,52,1,0,1
4531,24,1,0,0
4578,0,1,0,0
4387,52,1,0,1
4341,4,0,0,0
4370,4,1,0,0
4316,4,1,0,0
4276,52,1,0,1
4473,0,1,0,1
4542,52,1,0,0
4492,52,1,0,1
4285,4,0,0,0
4487,24,0,1,1
4489,12,0,0,0
4285,24,0,0,1
4580,12,0,0,0
4584,12,0,0,1
4284,24,0,1,1
4477,0,0,0,1
4578,12,0,0,0
4585,24,0,1,1
4409,24,0,0,1
4560,24,0,0,0
4465,12,1,0,1
4305,52,0,0,1
4266,0,1,0,1
4346,4,1,0,1
4591,12,1,0,0
4308,52,0,0,1
4570,0,1,0,0
4304,12,1,0,0
4289,4,1,0,0
4422,12,1,0,1
4450,0,1,0,0
4539,4,0,0,1
4579,4,0,0,1
4280,0,0,0,0
4335,24,0,0,1
4451,24,1,0,1
4402,52,1,0,1
4279,24,0,0,0
4527,52,0,0,1
4266,0,0,0,0
4452,4,0,0,1
4333,4,0,0,0
4341,12,0,0,1
4377,52,1,0,1
4337,12,0,0,1
4554,24,0,0,1
4415,52,0,0,0
4486,4,0,0,0
4554,0,1,0,0
4512,24,1,0,0
4585,4,1,0,0
4389,12,0,0,0
4278,0,0,1,1
4502,24,1,0,1
4559,52,1,0,0
4262,4,0,0,1
4576,4,0,0,1
4457,0,1,0,0
4311,12,0,1,0
4439,12,1,0,1
4486,24,1,0,1
4575,24,1,0,0
4322,12,1,0,1
4529,24,1,0,0
4551,0,0,0,0
4484,52,1,0,0
4406,4,0,0,0
4494,52,0,0,0
4573,0,1,0,1
4398,52,1,0,0
4479,0,1,1,0
4504,52,1,0,0
4407,24,0,0,1
4429,0,0,0,0
4466,24,0,0,1
4390,12,1,0,1
4575,24,0,0,1
4556,12,0,0,1
4465,24,0,0,1
4402,12,0,0,0
4435,4,1,0,1
4298,0,0,0,0
4371,52,0,0,0
4500,52,1,0,0
4271,24,1,1,1
4500,12,1,0,0
4443,4,1,0,1
4500,4,0,0,1
4290,4,0,0,0
4498,52,0,0,0
4484,4,1,0,1
4392,4,0,0,1
4462,4,1,0,0
4316,24,0,0,1
4498,0,0,0,0
4574,12,1,0,1
4497,24,0,1,0
4296,12,0,0,0
4444,24,1,0,0
4339,0,1,0,1
4497,12,0,1,0
4426,52,0,0,1
4499,4,0,0,0
4335,24,0,0,0
4279,52,0,0,0
4497,0,1,1,1
4534,0,0,0,0
4466,12,1,0,1
4543,24,1,0,0
4350,52,0,1,0
4461,0,0,0,1
4292,52,0,0,1
4578,0,0,0,1
4566,24,0,0,1
4455,0,1,0,0
4286,12,1,0,0
4583,24,1,0,0
4495,0,1,0,1
4511,0,1,1,0
4458,52,1,0,1
4481,0,0,0,0
4352,52,0,1,0
4276,12,1,0,0
4572,52,0,0,0
4275,52,1,0,1
4566,24,1,0,0
4426,4,1,0,0
4501,52,1,0,0
4510,0,0,0,0
4428,12,1,0,0
4360,4,0,0,0
4466,24,1,0,0
4456,0,0,0,0
4418,0,0,0,0
4569,4,0,0,1
4459,12,1,1,1
4511,52,0,1,1
4486,24,1,0,0
4426,0,1,0,1
4450,12,1,0,1
4349,24,0,0,1
4542,52,1,0,1
4492,24,0,0,0
4269,52,1,0,0
4368,4,1,0,0
4490,0,1,0,0
4544,0,0,0,1
4535,4,0,1,0
4586,4,0,0,0
4540,12,0,0,1
4343,52,0,0,1
4502,0,0,0,0
4514,0,0,1,0
4573,24,1,0,0
4362,0,0,0,0
4478,52,0,0,1
4499,0,0,0,0
4342,24,0,0,1
4447,12,1,0,1
4321,12,1,0,1
4390,24,0,0,0
4576,12,1,0,0
4371,4,1,0,1
4534,0,0,0,0
4409,24,0,0,1
4418,52,1,0,1
4359,0,0,0,1
4515,0,1,0,1
4476,24,1,0,1
4487,24,0,1,0
4355,4,0,0,0
4513,12,0,0,1
4307,0,0,0,0
4413,0,0,0,1
4448,12,1,0,1
4347,24,0,0,1
4274,4,0,0,1
4341,24,0,0,1
4340,0,0,0,0
4384,52,0,0,1
4359,52,0,0,0
4461,12,1,0,0
4594,24,1,0,0
4361,0,0,0,0
4313,0,0,0,1
4485,12,1,0,1
4482,0,1,0,1
4288,12,0,0,0
4476,4,0,0,1
4387,52,1,0,1
4329,24,0,0,1
4484,12,0,0,1
4499,12,0,0,1
4517,12,0,1,1
4284,24,0,0,0
4365,12,0,0,0
4421,24,1,1,0
4338,12,1,0,0
4289,0,1,0,1
4268,52,1,0,1
4350,52,1,0,0
4455,12,0,0,1
4263,52,0,0,0
4387,52,0,0,0
4441,12,1,0,1
4385,12,1,0,0
4521,24,1,0,1
4268,52,1,0,0
4583,12,1,0,0
4320,52,1,0,1
4275,52,1,0,0
4448,24,1,0,0
4436,12,0,0,1
4532,0,1,0,1
4396,24,1,0,1
4408,52,0,0,0
4339,0,1,0,1
4492,4,0,0,0
4310,24,1,0,1
4430,4,0,0,1
4577,12,1,0,1
4581,52,0,0,1
4303,24,0,0,0
4272,0,0,1,0
4491,12,0,0,0
4542,0,0,0,0
4331,4,0,0,0
4444,0,1,0,1
4328,12,0,0,1
4424,12,1,0,1
4397,12,1,0,0
4282,12,0,1,0
4333,12,1,0,1
4539,24,0,0,1
4515,0,0,0,1
4558,4,1,0,1
4540,12,0,0,0
4540,0,1,0,0
4345,24,1,1,0
4498,12,1,0,1
4278,0,0,1,0
4392,0,1,0,0
4263,24,1,0,0
4460,24,0,0,1
4302,4,0,0,0
4534,12,1,0,1
4386,4,1,0,1
4520,12,1,0,1
4412,12,0,0,0
4460,24,0,0,1
4520,24,0,0,0
4481,4,0,0,1
4458,0,0,0,0
4441,52,1,0,0
4463,4,1,0,1
4533,4,0,0,1
4459,12,0,0,1
4288,52,0,0,1
4464,52,0,0,1
4589,0,1,0,0
4480,24,1,0,1
4530,24,1,1,1
4472,52,0,0,0
4419,24,0,1,0
4465,0,1,0,0
4410,12,1,0,1
4527,24,0,0,1
4579,4,0,0,1
4522,4,1,0,1
4410,52,1,0,0
4354,12,1,0,0
4457,0,0,1,0
4512,52,0,0,1
4402,52,1,0,0
4474,52,0,0,1
4284,4,0,0,1
4401,0,1,0,1
4385,12,0,0,0
4286,12,1,0,1
4537,12,1,0,1
4471,12,1,0,0
4434,52,1,0,1
4431,0,0,0,1
4526,52,1,0,0
4442,12,1,0,1
4416,12,0,0,1
4474,12,0,0,0
4511,12,1,1,0
4475,0,1,0,1
4433,24,0,0,0
4531,4,0,0,0
4485,24,0,0,1
4464,52,1,0,0
4339,0,1,0,0
4553,52,0,1,0
4585,12,1,0,1
4357,52,0,0,0
4261,0,1,0,0
4404,12,0,0,1
4539,24,1,0,0
4292,24,1,0,1
4353,24,1,0,1
4270,4,0,0,0
4488,12,0,0,1
4488,24,1,0,0
4544,24,0,0,0
4521,12,1,0,0
4406,0,0,0,0
4340,12,0,0,0
4316,52,1,0,0
4354,24,1,1,1
4375,0,1,0,1
4324,12,0,0,0
4483,0,0,0,1
4533,24,1,0,0
4575,0,1,0,0
4591,0,0,0,1
4525,52,0,0,1
4343,12,1,0,0
4515,4,0,0,0
4313,4,0,0,0
4375,0,1,0,0
4530,0,1,0,0
4416,12,0,0,0
4309,12,0,0,0
4468,12,0,0,1
4538,4,0,0,1
4533,0,0,0,0
4428,4,1,0,0
4310,4,0,0,0
4303,4,1,0,1
4386,4,0,0,1
4281,12,1,0,1
4318,0,1,0,0
4338,52,0,0,1
4519,4,1,0,0
4568,52,1,0,0
4456,52,1,0,1
4453,24,0,0,0
4435,0,1,0,1
4575,0,1,0,1
4581,0,0,0,0
4529,52,1,0,1
4291,4,1,0,0
4382,24,0,1,0
4414,52,0,0,1
4478,12,0,0,0
4420,52,0,0,1
4508,0,1,0,0
4279,52,1,0,1
4389,4,1,0,1
4363,12,0,1,0
4472,24,1,0,0
4329,12,1,0,1
4432,4,1,0,0
4537,12,1,0,0
4357,4,1,0,0
4523,0,1,0,1
4265,24,0,0,0
4518,4,0,0,0
4420,52,0,0,0
4460,52,0,0,0
4582,0,1,0,1
4478,0,0,0,1
4544,24,1,0,0
4507,52,0,0,1
4386,52,0,0,0
4485,52,1,0,0
4503,12,0,0,0
4514,52,1,0,1
4557,24,1,0,1
4492,52,1,0,1
4467,24,0,0,0
3943,12,0,0,1
4032,12,0,0,1
3946,4,1,0,0
3998,0,1,1,0
3921,12,1,0,0
3952,12,0,0,1
4023,0,1,0,1
3926,4,1,0,0
3991,24,1,0,1
3925,4,1,0,0
3976,4,1,0,1
3945,12,1,0,0
3954,24,1,0,1
3967,24,1,0,1
4002,24,0,0,1
4029,0,0,0,1
3969,12,1,0,1
4003,52,1,0,0
4020,52,1,0,1
3980,12,0,0,0
4009,4,1,0,0
3998,12,1,1,1
3974,12,1,0,1
3999,12,0,0,0
3927,52,0,0,1
3954,4,1,1,0
3992,24,0,0,1
3935,12,1,0,1
3972,4,0,0,1
4002,4,0,0,0
3951,12,1,0,1
3975,4,0,0,0
3967,4,0,0,0
3970,52,0,0,1
3932,0,0,0,0
3984,12,1,0,1
3968,12,1,0,1
3929,24,1,0,1
3989,12,0,0,1
4003,0,1,0,1
4026,24,1,0,0
3989,52,0,0,0
3913,12,0,0,1
3970,52,1,0,0
3988,52,0,0,1
3990,4,1,0,1
3976,12,1,0,1
4030,0,0,0,0
3936,4,0,0,1
4009,4,0,0,1
3946,24,1,1,1
3927,0,0,0,1
4025,4,0,0,1
4029,12,0,0,0
3957,52,1,0,0
4014,4,0,1,0
3993,24,0,0,0
3942,24,0,0,0
3960,0,0,0,1
3971,4,0,0,0
3932,52,0,0,1
3990,0,0,0,0
4008,4,0,1,0
3968,0,1,0,1
3961,52,0,0,0
4004,24,1,0,1
3987,24,0,0,0
4000,52,0,0,1
3915,12,1,0,1
3960,52,0,1,0
3925,12,0,0,0
3920,24,1,0,1
3984,52,0,0,1
4008,24,0,0,0
3947,0,1,0,1
4005,0,0,0,0
3974,4,0,0,0
3978,0,1,0,0
3987,4,1,0,1
3917,12,1,0,1
3967,52,0,0,1
4004,52,0,0,0
3939,52,1,0,0
3951,52,0,0,0
3986,4,0,0,1
4001,4,0,0,0
3938,4,0,0,1
3912,12,0,0,0
3930,0,1,0,1
3973,52,0,0,1
4007,52,1,1,1
3949,4,1,0,0
3923,52,0,0,1
3976,12,1,0,0
3916,24,1,0,0
3933,4,0,0,0
3974,52,0,0,0
4028,4,0,0,1
3949,24,0,0,1
4004,0,0,0,0
3992,12,0,0,0
4028,4,0,0,0
3915,0,0,0,0
3977,12,0,0,0
3935,4,0,0,0
3978,0,1,0,1
4010,0,1,0,0
4024,12,1,0,0
3912,4,0,0,1
3962,12,0,0,0
3978,4,1,0,1
3953,52,1,0,1
4005,4,1,0,1
4024,24,1,0,1
3961,0,0,0,1
3939,24,0,0,0
3956,12,1,0,1
3961,52,1,0,0
4014,24,0,0,1
4024,0,0,0,1
3977,24,0,0,1
3976,12,0,0,0
3930,52,0,0,0
3947,24,1,0,0
4032,0,0,0,0
3948,4,0,1,1
3940,12,1,0,1
3975,0,0,0,0
3956,12,1,0,0
3944,52,0,0,1
3917,52,0,0,0
3921,24,0,0,0
4007,24,0,1,0
4012,24,1,1,0
4012,24,0,1,0
3935,24,0,0,0
3943,52,0,0,1
3965,4,1,0,0
3938,12,1,0,0
3924,24,1,0,1
4014,52,0,0,1
3928,4,1,0,1
3952,4,0,0,1
3937,0,0,0,1
3927,4,0,0,0
3989,12,1,0,0
3997,0,1,0,0
4030,4,0,0,1
3962,4,1,0,1
3939,12,0,0,1
4006,52,1,0,1
3975,12,0,0,1
3963,0,1,0,0
3923,24,1,0,1
3940,12,1,0,1
3974,24,0,0,1
3994,12,1,0,1
3986,52,1,0,0
3991,52,1,0,0
4002,52,0,0,0
3926,0,1,0,1
3945,0,0,0,1
3977,52,0,0,0
4009,0,1,0,1
4000,4,0,0,0
3957,24,1,0,0
3952,12,1,0,0
3931,52,0,0,0
3978,4,0,0,0
3938,52,0,0,0
3936,4,1,0,0
3914,12,0,0,1
4026,0,0,0,1
3973,24,0,0,0
3972,52,0,0,0
4014,0,0,0,0
3964,52,0,0,0
3987,52,1,0,0
3951,0,0,0,0
3915,12,0,0,0
3925,12,1,0,1
3989,52,0,0,1
3994,52,1,0,0
3965,0,0,0,0
3918,4,1,0,1
3920,52,1,0,0
3948,4,1,1,1
4005,12,0,0,0
3945,12,1,0,0
4029,0,0,0,1
4027,12,1,1,0
4027,0,1,0,1
4001,12,1,0,1
3934,4,1,0,0
3936,0,1,0,0
4006,0,1,0,1
4027,4,1,0,1
3959,52,0,0,1
3918,4,1,0,1
3931,52,0,0,1
3980,52,1,0,1
3918,4,0,0,0
4007,0,0,0,1
3950,0,0,1,0
3954,0,1,1,0
3934,4,1,0,1
3973,4,0,0,1
3942,52,0,0,1
3912,24,1,0,1
3942,12,0,0,0
4018,0,0,0,1
4028,24,1,0,0
3950,24,1,1,1
3964,4,0,0,0
3937,4,1,0,0
3934,24,1,0,0
4010,24,1,0,0
3960,52,1,1,1
4011,4,0,0,1
3972,24,0,0,0
4019,4,1,0,1
3984,12,1,0,0
4031,12,0,0,0
4012,0,1,0,1
3941,0,0,0,0
3968,4,1,0,0
4008,52,0,1,1
4027,12,1,0,0
3913,52,1,0,0
3942,12,1,0,1
4006,12,1,0,0
4000,52,1,1,0
4018,52,1,0,1
3944,0,1,0,0
3955,4,1,0,0
3972,12,0,0,1
3958,52,1,0,0
3915,4,1,0,1
3923,52,0,0,0
3943,24,0,0,0
3964,24,0,0,1
4015,24,1,0,0
3980,24,1,0,1
4002,0,0,0,1
3928,24,0,0,0
3933,12,0,0,1
3925,12,0,0,1
4000,24,1,0,1
4015,12,0,0,1
3957,24,1,0,1
3946,12,0,0,0
3953,0,1,0,0
3994,24,0,0,0
4032,0,0,1,1
4017,4,1,0,0
3933,0,0,0,0
4010,24,1,0,1
3920,24,1,0,1
4031,12,1,0,0
3914,0,0,0,1
4019,4,1,0,1
3919,0,0,0,0
4024,0,0,0,0
4028,52,0,0,1
4025,24,0,0,0
4009,24,0,0,0
3986,24,0,0,0
3924,4,0,0,0
3999,52,0,0,0
4001,0,0,0,0
3959,24,0,0,1
4023,0,1,0,1
3992,24,0,0,0
3927,12,1,0,0
3948,24,1,0,0
4020,12,1,0,0
3963,52,1,1,1
3993,24,1,0,1
4025,52,0,0,0
3998,0,0,1,0
3966,0,0,0,0
3973,0,1,0,0
4029,24,1,0,0
3944,12,0,0,1
4030,24,1,0,0
3914,0,0,0,0
3923,52,0,0,0
3969,0,0,0,0
3949,12,1,0,1
3970,0,1,0,1
4010,12,0,0,1
3958,4,0,0,1
3955,24,1,0,0
4030,52,1,0,1
3977,12,1,0,1
3997,4,0,0,1
3947,12,1,0,0
4004,24,1,0,1
3946,0,1,1,1
3917,24,1,0,0
4015,0,1,0,1
4020,52,0,0,0
4003,52,0,0,0
3966,52,0,0,1
3988,4,0,0,0
4011,0,1,0,0
3937,0,1,0,1
4007,0,0,1,0
3965,24,1,0,1
3945,4,0,0,1
3965,24,1,0,1
3956,52,1,0,0
4001,24,0,0,1
3943,24,0,0,0
3964,12,1,0,1
3912,12,0,0,0
4023,4,0,0,0
3955,52,0,0,1
3962,0,0,0,1
3922,12,0,0,0
4011,12,1,0,0
3941,24,0,0,1
3940,24,1,0,0
4020,24,0,0,1
3941,24,1,0,1
4032,0,0,0,0
4003,24,1,0,1
3963,0,1,0,0
3971,52,0,0,0
3971,24,1,0,1
3944,4,1,0,0
3968,0,1,0,0
3913,0,0,0,1
3931,0,1,0,0
3963,24,0,1,1
4017,24,1,0,1
3929,12,0,0,0
4023,0,0,0,0
3922,24,1,0,1
3958,4,0,0,1
4005,52,0,0,1
4011,24,1,0,1
3939,52,1,0,1
3929,0,0,0,1
3991,4,0,1,0
3938,24,0,0,1
3937,24,1,0,0
3917,24,0,0,1
3916,4,0,0,0
3975,52,1,0,1
4012,12,1,0,1
3941,4,1,0,0
3935,24,1,0,1
3960,0,0,0,0
3988,4,1,0,1
3940,52,0,0,0
3947,12,1,0,1
4025,12,0,0,1
3953,4,1,0,0
3932,4,0,0,1
3953,4,0,0,1
3966,4,0,0,0
3998,4,0,0,1
4031,24,1,0,1
3932,52,1,0,0
3951,0,0,0,1
3962,24,1,0,0
3997,0,1,0,1
3928,4,0,0,1
3959,12,0,0,0
3930,24,0,0,0
3980,4,0,0,0
3986,4,0,0,1
3987,4,1,0,1
3930,24,1,0,1
4018,24,1,0,0
3993,24,0,0,1
3999,0,1,0,1
3928,0,0,0,0
3990,12,1,0,1
3950,4,0,1,1
3936,52,0,0,1
4017,0,1,0,0
3920,0,1,0,0
4008,0,0,0,1
4018,52,0,0,0
3926,52,0,0,0
3921,24,0,0,1
3966,24,1,0,1
3954,52,0,0,1
3959,12,1,0,0
3913,12,0,0,0
3950,24,1,0,0
3914,24,0,0,0
3924,4,1,0,1
4015,52,0,0,0
4019,12,1,0,0
3916,12,0,0,1
3926,24,0,0,1
3918,0,1,0,0
3919,12,0,0,1
3992,52,0,0,1
3919,52,0,0,0
3921,0,1,0,1
4017,0,1,0,1
3933,12,0,0,1
3922,4,1,0,0
3990,4,0,0,0
3924,0,1,0,0
3916,52,0,0,1
3949,52,1,0,0
3994,12,0,0,1
3988,0,0,0,0
3956,52,0,0,1
3969,52,0,0,1
3999,12,0,0,1
3991,0,0,0,1
3955,12,1,0,1
4031,4,0,0,1
3958,24,0,0,0
4019,4,0,0,0
3967,52,0,0,0
3993,52,1,0,0
3961,0,1,0,1
3922,12,0,0,1
3934,52,1,0,1
3948,12,1,1,0
3969,4,1,0,0
3929,52,0,0,0
3952,12,1,0,0
4006,4,1,0,0
3971,24,0,0,1
3997,52,0,0,0
3970,0,1,0,0
3984,12,0,0,0
4026,24,0,0,0
3931,4,1,0,1
3957,0,1,0,1
4026,52,0,0,1
3919,4,1,0,1
3853,12,0,0,0
3837,52,1,0,1
3895,24,1,1,1
3845,24,0,0,0
3811,4,1,1,1
3842,24,0,1,1
3835,24,0,0,0
3765,52,0,0,0
3874,52,0,0,0
3829,12,0,1,0
3808,24,0,0,1
3872,24,0,0,1
3873,52,1,1,1
3874,0,1,0,0
3851,52,0,0,1
3872,24,1,0,1
3871,4,0,0,0
3818,52,1,0,0
3898,12,0,0,1
3832,4,0,0,1
3787,12,0,0,0
3899,0,1,1,1
3841,52,1,0,1
3879,0,1,0,0
3816,4,0,1,1
3910,24,1,0,1
3883,24,0,1,0
3874,24,1,0,1
3766,0,0,0,1
3878,52,1,0,0
3886,0,1,0,1
3885,12,0,1,1
3779,24,0,1,1
3868,24,1,0,0
3847,24,1,0,0
3841,0,1,0,0
3831,24,1,0,0
3838,52,0,0,0
3804,52,0,0,0
3813,24,1,0,0
3847,24,0,0,1
3903,52,1,0,1
3772,24,1,0,1
3848,12,0,0,1
3903,24,0,0,0
3869,12,0,0,1
3788,0,1,0,0
3807,52,1,0,0
3833,4,1,0,1
3899,52,0,0,0
3867,0,0,0,1
3835,4,0,0,1
3834,24,1,0,1
3804,0,1,0,1
3847,4,1,0,0
3821,4,0,0,0
3885,24,0,0,0
3905,0,1,1,0
3854,12,1,0,1
3907,4,0,0,0
3893,24,0,1,0
3886,0,0,0,0
3821,52,0,0,1
3859,4,1,0,0
3797,24,1,0,1
3784,12,1,0,1
3854,12,0,0,1
3879,24,0,0,0
3902,12,1,0,0
3901,24,1,1,1
3856,0,1,0,1
3810,4,1,0,1
3896,24,0,1,1
3816,12,0,0,1
3907,12,1,0,1
3776,0,1,0,1
3767,0,1,0,1
3817,12,0,0,0
3765,52,0,0,1
3857,24,0,0,1
3842,24,0,1,0
3775,52,0,0,1
3856,52,0,0,1
3829,0,0,0,1
3835,52,0,0,0
3908,52,1,0,0
3831,24,0,0,1
3880,0,1,1,0
3845,24,0,0,0
3897,0,0,0,0
3787,12,0,0,0
3898,52,0,0,0
3894,24,1,0,0
3791,4,1,0,1
3810,24,1,0,0
3894,12,1,0,0
3871,24,1,0,0
3769,24,1,1,0
3906,24,0,0,0
3826,24,1,0,0
3860,4,1,1,1
3850,24,1,0,1
3774,4,0,0,1
3860,4,0,0,0
3888,0,0,0,1
3829,0,1,0,0
3887,0,1,0,0
3857,4,0,0,0
3845,0,0,0,1
3910,4,0,1,0
3763,52,1,0,0
3831,4,0,0,1
3879,4,0,0,1
3790,0,1,0,0
3813,4,1,0,1
3904,52,0,0,1
3828,52,0,0,1
3848,24,1,0,1
3866,4,1,0,0
3779,0,0,1,1
3782,4,1,1,1
3911,52,1,0,0
3776,52,1,0,1
3864,52,1,0,0
3817,12,0,0,1
3904,0,1,0,0
3877,12,1,0,0
3895,24,0,1,1
3855,0,1,0,0
3901,12,0,1,0
3864,0,1,0,0
3809,12,1,0,0
3842,52,1,1,1
3876,24,1,1,0
3779,24,0,1,0
3822,52,0,0,1
3829,52,1,0,1
3875,0,1,0,0
3886,52,1,0,1
3814,0,1,0,0
3763,52,0,0,0
3905,52,1,1,0
3868,4,0,0,1
3817,24,0,0,0
3883,4,0,0,1
3841,12,1,0,1
3812,4,0,1,1
3867,24,0,0,0
3905,52,0,0,1
3832,4,0,0,1
3839,24,0,0,0
3808,12,1,0,0
3909,52,0,0,0
3834,24,1,0,0
3778,0,0,0,0
3836,24,1,1,1
3819,0,1,0,0
3874,0,0,1,1
3770,24,1,0,0
3844,4,0,0,1
3838,0,0,1,1
3884,4,0,0,1
3830,0,1,0,1
3832,0,1,0,0
3886,4,1,0,0
3861,0,1,0,1
3904,12,1,0,1
3790,24,1,0,1
3887,4,0,0,1
3802,4,0,0,1
3908,12,1,0,0
3777,24,0,0,1
3792,0,1,0,1
3777,12,0,0,0
3827,12,0,1,1
3840,52,0,1,0
3762,4,1,1,1
3809,4,0,0,1
3781,0,0,0,0
3882,52,1,1,0
3820,52,1,0,0
3778,0,0,0,0
3801,0,0,0,0
3828,4,0,0,1
3834,4,0,0,1
3769,12,1,0,1
3855,0,0,0,1
3833,4,0,0,1
3766,4,0,0,1
3819,12,1,1,0
3764,52,1,0,0
3800,52,0,0,1
3832,4,0,0,0
3765,12,0,0,0
3906,24,0,0,1
3777,4,0,0,0
3780,0,0,0,1
3902,0,0,0,1
3767,24,1,0,0
3830,0,1,0,0
3893,12,1,1,0
3896,4,0,0,0
3896,4,0,0,0
3830,24,1,0,1
3791,24,0,0,1
3770,4,0,1,1
3895,24,0,0,0
3771,12,0,0,1
3811,0,1,1,0
3771,0,0,1,0
3763,24,1,0,1
3827,12,1,1,0
3827,12,1,0,0
3773,4,1,0,1
3778,12,1,0,1
3772,52,1,0,0
3773,0,0,1,0
3826,0,1,0,0
3774,12,0,0,1
3775,24,1,0,1
3825,12,1,0,1
3825,4,0,0,0
3888,0,1,0,1
3848,0,0,0,0
3890,12,1,0,1
3865,12,0,1,0
3825,24,1,0,1
3812,12,0,0,1
3894,4,1,0,1
3823,52,1,0,1
3790,4,1,0,0
3822,12,1,0,0
3880,0,1,0,1
3889,52,1,0,0
3851,12,0,0,0
3779,4,0,1,0
3815,12,0,0,0
3858,24,0,0,1
3862,24,0,0,1
3877,12,0,0,1
3821,4,0,0,0
3911,12,0,0,1
3848,52,1,0,0
3762,12,1,1,0
3782,24,1,0,1
3907,4,0,0,1
3782,0,1,0,0
3870,0,1,0,0
3893,52,1,0,1
3783,24,1,0,1
3841,24,0,0,0
3820,4,0,0,1
3820,52,1,0,1
3787,52,1,0,1
3818,24,1,0,0
3785,0,0,1,1
3791,52,1,1,0
3865,4,0,0,1
3852,12,0,0,0
3862,4,0,0,1
3861,4,0,0,1
3880,4,0,1,1
3816,4,0,0,0
3772,52,0,0,1
3885,12,0,1,0
3800,52,0,0,0
3858,12,0,0,0
3766,24,1,0,0
3892,52,1,0,1
3790,0,1,0,1
3868,12,1,0,1
3843,4,1,0,1
3844,4,1,0,1
3765,24,0,0,1
3808,4,1,0,1
