"year","pair","trade","gdp","sim","rlf","rer","cee","emu","dist","bor","lan","rert","ftrade","fgdp","fsim","frlf","frer"
1987,52,5.679741,14.15179,-2.211804,9.637621,-2.428573,1,0,7.280697,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,52,5.822842,14.1985,-2.187901,9.659003,-2.398339,1,0,7.280697,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,52,5.906116,14.24104,-2.180823,9.677124,-2.511355,1,0,7.280697,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,52,6.158571,14.26686,-2.164891,9.681466,-2.198379,1,0,7.280697,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,52,6.163867,14.27897,-2.15459,9.67434,-2.204613,1,0,7.280697,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,52,6.317193,14.29199,-2.143535,9.674841,-2.045385,1,0,7.280697,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,52,6.150215,14.28392,-2.14642,9.661771,-2.256262,1,0,7.280697,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,52,6.256874,14.3029,-2.144211,9.676964,-2.244095,1,0,7.280697,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,52,6.394243,14.32252,-2.136456,9.68213,-2.019531,1,0,7.280697,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,52,6.430651,14.33422,-2.119724,9.671365,-2.036376,1,0,7.280697,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,52,6.440325,14.35338,-2.108971,9.673266,-2.270749,1,0,7.280697,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,52,6.528659,14.38706,-2.107615,9.696895,-2.293094,1,0,7.280697,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,52,6.581635,14.4223,-2.0764,9.720124,-2.358116,1,1,7.280697,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,52,6.372502,14.46263,-2.077812,9.752926,-2.612707,1,1,7.280697,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,52,6.376633,14.4807,-2.070528,9.752095,-2.64718,1,1,7.280697,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,53,3.773167,13.28273,-1.110571,8.697917,-2.724872,0,0,6.959399,1,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,53,4.062703,13.34753,-1.080602,8.692842,-2.714219,0,0,6.959399,1,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,53,4.43278,13.41665,-1.068847,8.705887,-2.702537,0,0,6.959399,1,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,53,4.693987,13.4772,-1.04778,8.695966,-2.690068,0,0,6.959399,1,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,53,4.993783,13.56318,-0.9965853,8.760422,-2.676943,0,0,6.959399,1,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,53,5.082165,13.614,-0.9878569,8.78513,-2.661248,0,0,6.959399,1,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,53,5.267771,13.66887,-0.9795792,8.810191,-2.631786,0,0,6.959399,1,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,53,5.263586,13.71185,-0.9853947,8.854496,-2.616412,0,0,6.959399,1,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,53,5.137444,13.75724,-0.9779086,8.868654,-2.716828,0,0,6.959399,1,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,53,5.348623,13.82761,-0.9724904,8.911406,-2.708403,0,0,6.959399,1,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,53,5.45046,13.89706,-0.9727739,8.975267,-2.724516,0,0,6.959399,1,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,53,5.508845,13.94346,-0.9734811,9.016868,-2.675435,0,0,6.959399,1,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,53,5.740685,13.99573,-0.9563823,9.011324,-2.48234,0,0,6.959399,1,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,53,6.011092,14.05445,-0.9459308,9.033184,-2.184281,0,0,6.959399,1,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,53,5.991984,14.09155,-0.9346222,9.031485,-2.1487,0,0,6.959399,1,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,53,5.986562,14.09096,-0.9308572,9.021214,-1.939252,0,0,6.959399,1,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,53,6.048303,14.13009,-0.9350438,9.079792,-2.140418,0,0,6.959399,1,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,53,6.162458,14.16074,-0.936772,9.120405,-2.230003,0,0,6.959399,1,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,53,6.314923,14.20986,-0.9590141,9.178346,-2.085007,0,0,6.959399,1,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,53,6.504145,14.23423,-0.9747344,9.24652,-1.790422,0,0,6.959399,1,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,53,6.489876,14.24959,-0.9759563,9.253736,-1.719791,0,0,6.959399,1,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,53,6.284088,14.25822,-0.9829076,9.278051,-2.119215,0,0,6.959399,1,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,53,6.366683,14.28159,-0.9881816,9.309101,-2.422785,0,0,6.959399,1,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,53,6.31076,14.29803,-0.9848943,9.31295,-2.806971,0,0,6.959399,1,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,53,6.389868,14.31392,-0.985783,9.326735,-3.018997,0,0,6.959399,1,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,53,6.491473,14.33117,-0.9800199,9.334116,-3.064956,0,0,6.959399,1,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,53,6.800596,14.3569,-0.976189,9.344809,-2.59778,1,0,6.959399,1,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,53,7.107124,14.38953,-0.9615279,9.331829,-2.294338,1,0,6.959399,1,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,53,7.254759,14.43598,-0.959011,9.363931,-2.186756,1,0,6.959399,1,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,53,7.39728,14.47913,-0.9569639,9.380023,-2.226034,1,0,6.959399,1,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,53,7.658338,14.50698,-0.9512135,9.383583,-1.86211,1,0,6.959399,1,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,53,7.72566,14.52127,-0.9459727,9.371514,-1.874957,1,0,6.959399,1,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,53,7.824038,14.53208,-0.9485213,9.388533,-1.767182,1,0,6.959399,1,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,53,7.812642,14.52322,-0.9503501,9.37663,-2.021981,1,0,6.959399,1,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,53,7.882139,14.54295,-0.9486889,9.389734,-2.030266,1,0,6.959399,1,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,53,8.064328,14.56407,-0.9450013,9.388476,-1.826441,1,0,6.959399,1,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,53,8.164554,14.57744,-0.9398817,9.378876,-1.839223,1,0,6.959399,1,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,53,8.14811,14.5999,-0.9327779,9.367527,-2.09098,1,0,6.959399,1,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,53,8.311314,14.63428,-0.931413,9.38023,-2.106248,1,0,6.959399,1,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,53,8.373588,14.68412,-0.9038227,9.39016,-2.171702,1,1,6.959399,1,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,53,8.341725,14.72565,-0.9021361,9.388994,-2.426293,1,1,6.959399,1,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,53,8.361922,14.74529,-0.898888,9.366535,-2.460766,1,1,6.959399,1,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,54,4.403508,13.23705,-1.260999,7.929897,-0.2742392,0,0,7.340187,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,54,4.443079,13.2911,-1.259835,8.00521,-0.2635862,0,0,7.340187,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,54,4.592597,13.35186,-1.274635,8.001432,-0.2519042,0,0,7.340187,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,54,4.671402,13.40168,-1.283501,8.091427,-0.239435,0,0,7.340187,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,54,4.845241,13.46537,-1.281512,8.170474,-0.2263104,0,0,7.340187,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,54,4.918319,13.5104,-1.287832,8.16396,-0.2106157,0,0,7.340187,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,54,5.026789,13.55647,-1.30725,8.048029,-0.1811535,0,0,7.340187,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,54,5.04085,13.60036,-1.315609,8.016263,-0.1537088,0,0,7.340187,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,54,5.071763,13.64094,-1.320235,8.025106,-0.1121445,0,0,7.340187,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,54,5.21652,13.70567,-1.332784,7.978355,-0.1037193,0,0,7.340187,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,54,5.300913,13.7759,-1.330002,8.066486,-0.119833,0,0,7.340187,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,54,5.284632,13.81689,-1.355821,7.868008,-0.0671541,0,0,7.340187,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,54,5.41731,13.85707,-1.370258,7.784336,0.1200164,0,0,7.340187,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,54,5.556537,13.90797,-1.380154,7.761647,0.4077452,0,0,7.340187,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,54,5.588459,13.93876,-1.379587,7.824499,0.4168257,0,0,7.340187,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,54,5.574648,13.94015,-1.359955,8.039071,0.6891348,0,0,7.340187,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,54,5.659772,13.97709,-1.38174,7.837817,0.5902213,0,0,7.340187,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,54,5.583063,14.00185,-1.415695,7.357023,0.5942222,0,0,7.340187,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,54,5.630965,14.05719,-1.447555,7.1705,0.7442859,0,0,7.340187,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,54,5.81152,14.09046,-1.443844,7.313997,0.9607132,0,0,7.340187,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,54,5.836688,14.10734,-1.439081,7.38001,1.108698,0,0,7.340187,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,54,5.55728,14.11785,-1.44761,7.267323,0.7855036,0,0,7.340187,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,54,5.559875,14.14181,-1.458474,7.092483,0.442814,0,0,7.340187,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,54,5.543443,14.157,-1.456451,7.218954,0.1172942,0,0,7.340187,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,54,5.553416,14.17647,-1.439719,7.614074,-0.053443,0,0,7.340187,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,54,5.637463,14.19203,-1.433537,7.708336,-0.0783486,0,0,7.340187,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,54,5.892338,14.21567,-1.434339,7.73429,0.3803153,0,0,7.340187,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,54,6.071358,14.24152,-1.430046,7.827732,0.6729137,0,0,7.340187,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,54,6.108069,14.28349,-1.446611,7.601488,0.7574989,0,0,7.340187,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,54,6.16619,14.32303,-1.460157,7.422626,0.6832027,0,0,7.340187,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,54,6.231916,14.34626,-1.468358,7.17399,0.9824569,0,0,7.340187,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,54,6.17115,14.35468,-1.485026,6.508484,0.9685054,0,0,7.340187,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,54,6.228176,14.36349,-1.504744,4.876062,1.101065,0,0,7.340187,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,54,6.077858,14.35378,-1.515656,6.264525,0.7691066,0,0,7.340187,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,54,6.25059,14.37988,-1.473722,4.72474,0.8229563,0,0,7.340187,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,54,6.43266,14.40122,-1.461107,5.856118,1.034941,1,0,7.340187,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,54,6.462998,14.41174,-1.460934,5.977233,1.099167,1,0,7.340187,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,54,6.470769,14.43106,-1.455727,6.19114,0.8623518,1,0,7.340187,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,54,6.597126,14.46432,-1.457465,6.314372,0.8261256,1,0,7.340187,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,54,6.634521,14.49889,-1.448226,6.810366,0.7668611,1,0,7.340187,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,54,6.604924,14.53833,-1.453592,6.846354,0.5553998,1,0,7.340187,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,54,6.52576,14.55509,-1.457655,6.888673,0.4305014,1,0,7.340187,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,55,5.517951,13.77551,-0.6941837,7.016465,2.398892,0,0,5.834811,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,55,5.658721,13.81355,-0.6934317,7.257425,2.409545,0,0,5.834811,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,55,5.729068,13.85112,-0.6932478,7.554142,2.421227,0,0,5.834811,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,55,5.923018,13.89905,-0.6933485,7.60041,2.433696,0,0,5.834811,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,55,6.010569,13.95531,-0.693599,7.704389,2.446821,0,0,5.834811,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,55,5.971817,13.99427,-0.6939935,7.816401,2.462516,0,0,5.834811,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,55,6.047882,14.03011,-0.6951358,7.969801,2.491978,0,0,5.834811,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,55,6.135861,14.0653,-0.6962636,8.082649,2.502828,0,0,5.834811,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,55,6.157294,14.10562,-0.6964236,8.116582,2.406836,0,0,5.834811,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,55,6.243348,14.15145,-0.6996444,8.311996,2.415261,0,0,5.834811,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,55,6.294952,14.20063,-0.7037646,8.430538,2.399148,0,0,5.834811,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,55,6.432559,14.23584,-0.7065955,8.521713,2.45469,0,0,5.834811,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,55,6.693181,14.27586,-0.7074664,8.561116,2.59769,0,0,5.834811,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,55,6.914857,14.33591,-0.7056249,8.548154,2.776644,1,0,5.834811,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,55,6.868719,14.34646,-0.7112518,8.671306,2.75622,1,0,5.834811,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,55,6.933967,14.3421,-0.7117404,8.662359,2.90866,1,0,5.834811,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,55,7.006407,14.37758,-0.7137125,8.721483,2.652515,1,0,5.834811,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,55,7.145069,14.40526,-0.7150539,8.756051,2.64854,1,0,5.834811,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,55,7.349462,14.45472,-0.7194257,8.773675,2.903728,1,0,5.834811,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,55,7.521037,14.48446,-0.7205297,8.807016,3.168119,1,0,5.834811,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,55,7.506427,14.48516,-0.7269378,8.888898,3.394607,1,0,5.834811,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,55,7.297857,14.48638,-0.7320055,8.932851,3.108619,1,0,5.834811,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,55,7.313316,14.5098,-0.7332581,8.95715,2.83113,1,0,5.834811,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,55,7.383454,14.53311,-0.7291914,8.918965,2.570049,1,0,5.834811,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,55,7.447257,14.55289,-0.7276176,8.912111,2.347533,1,0,5.834811,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,55,7.538962,14.57606,-0.72379,8.872639,2.328525,1,0,5.834811,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,55,7.594205,14.607,-0.7208689,8.85053,2.725892,1,0,5.834811,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,55,7.842234,14.64044,-0.7176538,8.823708,3.012966,1,0,5.834811,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,55,7.956715,14.68818,-0.7166993,8.846093,3.146445,1,0,5.834811,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,55,7.984284,14.72148,-0.7199735,8.911221,3.040703,1,0,5.834811,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,55,8.161139,14.73872,-0.7229729,8.972849,3.338317,1,0,5.834811,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,55,8.154987,14.73969,-0.7274746,9.032924,3.336187,1,0,5.834811,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,55,8.189877,14.74791,-0.7293067,9.06981,3.426025,1,0,5.834811,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,55,8.118025,14.75279,-0.72368,8.986854,3.224704,1,0,5.834811,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,55,8.250332,14.782,-0.7195016,8.951716,3.291497,1,0,5.834811,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,55,8.288865,14.80535,-0.7178835,8.938946,3.454503,1,0,5.834811,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,55,8.412123,14.82244,-0.7155087,8.910463,3.44776,1,0,5.834811,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,55,8.470082,14.84724,-0.7133242,8.88455,3.387408,1,0,5.834811,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,55,8.532727,14.87847,-0.7141075,8.925949,3.40367,1,0,5.834811,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,55,8.543711,14.90777,-0.7153251,8.973383,3.3593,1,0,5.834811,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,55,8.477462,14.94406,-0.7167937,9.00392,3.183281,1,0,5.834811,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,55,8.472218,14.96249,-0.7164603,9.016846,3.128492,1,0,5.834811,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,56,4.084482,13.61023,-2.917699,9.033474,-1.870321,0,0,7.497207,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,56,4.239889,13.65809,-2.862166,9.020678,-1.819535,0,0,7.497207,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,56,4.281555,13.70363,-2.891315,9.097924,-1.799216,0,0,7.497207,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,56,4.401518,13.73383,-2.826355,9.11696,-1.786746,0,0,7.497207,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,56,4.562762,13.7965,-2.810797,9.113263,-1.773622,0,0,7.497207,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,56,4.669631,13.84824,-2.773818,9.062895,-1.757927,0,0,7.497207,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,56,4.718048,13.8784,-2.745891,9.111027,-1.728465,0,0,7.497207,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,56,4.750329,13.87856,-2.694605,9.190111,-1.70102,0,0,7.497207,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,56,4.865167,13.93126,-2.682854,9.219788,-1.659456,0,0,7.497207,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,56,5.001425,14.00505,-2.663244,9.199181,-1.589692,0,0,7.497207,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,56,5.114467,14.05453,-2.637412,9.21516,-1.46052,0,0,7.497207,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,56,5.15824,14.08503,-2.600591,9.243726,-1.370042,0,0,7.497207,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,56,5.314522,14.12994,-2.562143,9.19244,-1.258791,0,0,7.497207,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,56,5.540134,14.17701,-2.53958,9.120383,-0.9903133,0,0,7.497207,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,56,5.376582,14.17924,-2.577124,9.250051,-0.8735246,0,0,7.497207,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,56,5.433842,14.1693,-2.511306,9.266819,-0.7969599,0,0,7.497207,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,56,5.467568,14.21796,-2.49887,9.284097,-0.899762,0,0,7.497207,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,56,5.532936,14.24714,-2.494649,9.343637,-0.7640164,0,0,7.497207,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,56,5.641939,14.27869,-2.462864,9.315471,-0.542216,0,0,7.497207,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,56,5.669061,14.32008,-2.467816,9.303718,-0.3533131,0,0,7.497207,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,56,5.549737,14.33051,-2.461119,9.28523,-0.355269,0,0,7.497207,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,56,5.493642,14.33634,-2.466175,9.336617,-0.7323913,1,0,7.497207,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,56,5.499908,14.32945,-2.455889,9.396877,-0.934163,1,0,7.497207,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,56,5.543118,14.34966,-2.471312,9.443359,-1.229571,1,0,7.497207,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,56,5.55569,14.37824,-2.472677,9.472749,-1.538499,1,0,7.497207,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,56,5.616026,14.40214,-2.46616,9.478173,-1.740045,1,0,7.497207,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,56,5.938732,14.42836,-2.475842,9.523833,-1.435485,1,0,7.497207,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,56,6.070794,14.44356,-2.49476,9.583261,-1.180888,1,0,7.497207,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,56,5.870187,14.48861,-2.314388,9.635316,-1.161341,1,0,7.497207,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,56,6.058235,14.52751,-2.31549,9.822388,-1.321231,1,0,7.497207,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,56,6.227437,14.58044,-2.365341,9.8492,-1.091605,1,0,7.497207,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,56,6.286755,14.71007,-2.460417,9.809163,-1.211509,1,0,7.497207,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,56,6.379933,14.73148,-2.475937,9.84028,-1.168583,1,0,7.497207,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,56,6.207132,14.72114,-2.463838,9.866519,-1.383314,1,0,7.497207,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,56,6.151831,14.74436,-2.463294,9.863413,-1.396314,1,0,7.497207,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,56,6.321191,14.7626,-2.440639,9.873199,-1.198264,1,0,7.497207,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,56,6.261787,14.77085,-2.426303,9.888748,-1.257712,1,0,7.497207,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,56,6.226301,14.7863,-2.405826,9.89171,-1.500453,1,0,7.497207,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,56,6.372346,14.8047,-2.388895,9.923102,-1.578461,1,0,7.497207,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,56,6.273807,14.81994,-2.370192,9.907074,-1.67843,1,0,7.497207,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
