"id","year","country","indusid","importid","lrex","lrfdi","lgdt","lsimi","lrk","lrh","lrl","ldist","lkldist","lkgdt"
"13-3",1997,"us",3,13,5.029784,0.6931472,26.9549,-0.8377096,0.5914913,-0.8355432,2.483135,8.43302,-15.95226,15.94359
"13-3",1998,"us",3,13,4.063885,0.6931472,26.97344,-0.8370294,0.5983896,-0.847338,2.490848,8.43302,-15.95914,16.14063
"13-3",1999,"us",3,13,4.520701,2.197225,26.99243,-0.8425784,0.6110573,-0.8581433,2.496473,8.43302,-15.89975,16.49392
"13-4",1990,"us",4,13,7.460893,1.791759,26.68399,-0.8397514,0.409539,-0.7204273,2.430451,8.43302,-17.04239,10.92813
"13-4",1992,"us",4,13,7.460893,2.197225,26.79361,-0.865703,0.4795635,-0.8025585,2.44535,8.43302,-16.57752,12.84924
"13-4",1993,"us",4,13,7.460893,2.302585,26.81228,-0.8609938,0.5073977,-0.8074604,2.452195,8.43302,-16.40051,13.60449
"13-4",1994,"us",4,13,7.460893,3.401197,26.84983,-0.8520939,0.5331578,-0.7752742,2.459008,8.43302,-16.24073,14.3152
"13-4",1995,"us",4,13,7.212442,2.772589,26.87998,-0.847895,0.5580333,-0.8067393,2.466788,8.43302,-16.09656,14.99992
"13-4",1996,"us",4,13,7.212442,4.762174,26.91831,-0.8427238,0.5794814,-0.8226123,2.474183,8.43302,-15.97806,15.59866
"13-4",1998,"us",4,13,7.072337,5.192957,26.97344,-0.8370294,0.5983896,-0.847338,2.490848,8.43302,-15.95914,16.14063
"13-4",1999,"us",4,13,7.072337,5.356586,26.99243,-0.8425784,0.6110573,-0.8581433,2.496473,8.43302,-15.89975,16.49392
"13-5",1994,"us",5,13,6.221782,2.772589,26.84983,-0.8520939,0.5331578,-0.7752742,2.459008,8.43302,-16.24073,14.3152
"13-5",1996,"us",5,13,5.834226,2.079442,26.91831,-0.8427238,0.5794814,-0.8226123,2.474183,8.43302,-15.97806,15.59866
"13-5",1997,"us",5,13,5.834226,1.609438,26.9549,-0.8377096,0.5914913,-0.8355432,2.483135,8.43302,-15.95226,15.94359
"13-5",1998,"us",5,13,6.054674,2.484907,26.97344,-0.8370294,0.5983896,-0.847338,2.490848,8.43302,-15.95914,16.14063
"13-5",1999,"us",5,13,6.054674,2.564949,26.99243,-0.8425784,0.6110573,-0.8581433,2.496473,8.43302,-15.89975,16.49392
"13-7",1989,"us",7,13,7.107344,3.970292,26.65509,-0.8347272,0.3695393,-0.6803421,2.420501,8.43302,-17.2958,9.850101
"13-7",1991,"us",7,13,7.107344,4.077538,26.76986,-0.870504,0.4453,-0.7590858,2.43959,8.43302,-16.81788,11.92062
"13-7",1992,"us",7,13,7.107344,4.043051,26.79361,-0.865703,0.4795635,-0.8025585,2.44535,8.43302,-16.57752,12.84924
"13-7",1993,"us",7,13,7.107344,3.988984,26.81228,-0.8609938,0.5073977,-0.8074604,2.452195,8.43302,-16.40051,13.60449
"13-7",1995,"us",7,13,7.107344,4.521789,26.87998,-0.847895,0.5580333,-0.8067393,2.466788,8.43302,-16.09656,14.99992
"13-7",1997,"us",7,13,7.195112,4.543295,26.9549,-0.8377096,0.5914913,-0.8355432,2.483135,8.43302,-15.95226,15.94359
"130-1",1989,"us",1,130,3.12676,1.098612,26.45611,-1.273355,1.542336,-0.7862219,2.686674,8.897761,-10.18205,40.80421
"130-1",1990,"us",1,130,3.363842,2.302585,26.48287,-1.299541,1.573436,-0.6569914,2.681658,8.897761,-9.860698,41.6691
"130-1",1991,"us",1,130,3.610918,1.791759,26.5742,-1.384216,1.614589,-0.754738,2.683522,8.897761,-9.511109,42.9064
"130-1",1992,"us",1,130,3.850147,5.669881,26.59311,-1.390249,1.649312,-0.8433805,2.686402,8.897761,-9.22778,43.86034
"130-1",1999,"us",1,130,4.439116,5.398163,26.7823,-1.348924,1.685653,-0.8128061,2.693107,8.897761,-8.964086,45.14566
"130-2",1989,"us",2,130,5.416989,4.317488,26.45611,-1.273355,1.542336,-0.7862219,2.686674,8.897761,-10.18205,40.80421
"130-2",1990,"us",2,130,5.441552,4.406719,26.48287,-1.299541,1.573436,-0.6569914,2.681658,8.897761,-9.860698,41.6691
"130-2",1991,"us",2,130,6.472655,4.510859,26.5742,-1.384216,1.614589,-0.754738,2.683522,8.897761,-9.511109,42.9064
"130-2",1992,"us",2,130,6.472655,4.663439,26.59311,-1.390249,1.649312,-0.8433805,2.686402,8.897761,-9.22778,43.86034
"130-2",1993,"us",2,130,6.472655,4.762174,26.61505,-1.357827,1.668223,-0.8816995,2.687543,8.897761,-9.069661,44.39984
"130-2",1994,"us",2,130,5.484797,4.394449,26.64893,-1.342673,1.675492,-0.8910202,2.684507,8.897761,-8.977977,44.65005
"130-2",1995,"us",2,130,6.757514,4.644391,26.67727,-1.335534,1.67755,-0.8236601,2.682793,8.897761,-8.944412,44.75246
"130-2",1996,"us",2,130,6.757514,4.60517,26.71008,-1.340968,1.679382,-0.7797721,2.680955,8.897761,-8.911757,44.85643
"130-2",1997,"us",2,130,6.757514,4.574711,26.74035,-1.350127,1.682909,-0.7917829,2.68049,8.897761,-8.876232,45.00159
"130-2",1998,"us",2,130,5.445444,4.553877,26.75563,-1.362407,1.688612,-0.8027503,2.686206,8.897761,-8.876348,45.17989
"130-2",1999,"us",2,130,6.143756,4.49981,26.7823,-1.348924,1.685653,-0.8128061,2.693107,8.897761,-8.964086,45.14566
"130-3",1989,"us",3,130,3.091043,1.609438,26.45611,-1.273355,1.542336,-0.7862219,2.686674,8.897761,-10.18205,40.80421
"130-3",1992,"us",3,130,4.347694,1.609438,26.59311,-1.390249,1.649312,-0.8433805,2.686402,8.897761,-9.22778,43.86034
"130-3",1993,"us",3,130,4.347694,1.609438,26.61505,-1.357827,1.668223,-0.8816995,2.687543,8.897761,-9.069661,44.39984
"130-3",1995,"us",3,130,4.844187,3.218876,26.67727,-1.335534,1.67755,-0.8236601,2.682793,8.897761,-8.944412,44.75246
"130-3",1996,"us",3,130,4.844187,3.332205,26.71008,-1.340968,1.679382,-0.7797721,2.680955,8.897761,-8.911757,44.85643
"130-3",1997,"us",3,130,4.844187,3.258096,26.74035,-1.350127,1.682909,-0.7917829,2.68049,8.897761,-8.876232,45.00159
"130-3",1998,"us",3,130,3.54674,3.218876,26.75563,-1.362407,1.688612,-0.8027503,2.686206,8.897761,-8.876348,45.17989
"130-3",1999,"us",3,130,4.174387,3.806663,26.7823,-1.348924,1.685653,-0.8128061,2.693107,8.897761,-8.964086,45.14566
"130-4",1989,"us",4,130,5.513025,0,26.45611,-1.273355,1.542336,-0.7862219,2.686674,8.897761,-10.18205,40.80421
"130-4",1990,"us",4,130,7.114607,0.6931472,26.48287,-1.299541,1.573436,-0.6569914,2.681658,8.897761,-9.860698,41.6691
"130-4",1991,"us",4,130,7.114607,0.6931472,26.5742,-1.384216,1.614589,-0.754738,2.683522,8.897761,-9.511109,42.9064
"130-4",1994,"us",4,130,7.114607,2.397895,26.64893,-1.342673,1.675492,-0.8910202,2.684507,8.897761,-8.977977,44.65005
"130-4",1995,"us",4,130,6.978027,2.70805,26.67727,-1.335534,1.67755,-0.8236601,2.682793,8.897761,-8.944412,44.75246
"130-4",1996,"us",4,130,6.978027,2.564949,26.71008,-1.340968,1.679382,-0.7797721,2.680955,8.897761,-8.911757,44.85643
"130-4",1997,"us",4,130,6.978027,2.639057,26.74035,-1.350127,1.682909,-0.7917829,2.68049,8.897761,-8.876232,45.00159
"130-4",1998,"us",4,130,6.844283,2.70805,26.75563,-1.362407,1.688612,-0.8027503,2.686206,8.897761,-8.876348,45.17989
"130-4",1999,"us",4,130,6.844283,2.833213,26.7823,-1.348924,1.685653,-0.8128061,2.693107,8.897761,-8.964086,45.14566
"130-5",1989,"us",5,130,4.099332,3.044523,26.45611,-1.273355,1.542336,-0.7862219,2.686674,8.897761,-10.18205,40.80421
"130-5",1990,"us",5,130,5.82541,3.637586,26.48287,-1.299541,1.573436,-0.6569914,2.681658,8.897761,-9.860698,41.6691
"130-5",1991,"us",5,130,5.82541,3.401197,26.5742,-1.384216,1.614589,-0.754738,2.683522,8.897761,-9.511109,42.9064
"130-5",1993,"us",5,130,5.82541,3.637586,26.61505,-1.357827,1.668223,-0.8816995,2.687543,8.897761,-9.069661,44.39984
"130-5",1994,"us",5,130,5.82541,2.944439,26.64893,-1.342673,1.675492,-0.8910202,2.684507,8.897761,-8.977977,44.65005
"130-5",1995,"us",5,130,6.061457,2.639057,26.67727,-1.335534,1.67755,-0.8236601,2.682793,8.897761,-8.944412,44.75246
"130-5",1996,"us",5,130,6.061457,3.044523,26.71008,-1.340968,1.679382,-0.7797721,2.680955,8.897761,-8.911757,44.85643
"130-5",1997,"us",5,130,6.061457,3.637586,26.74035,-1.350127,1.682909,-0.7917829,2.68049,8.897761,-8.876232,45.00159
"130-5",1998,"us",5,130,6.13643,3.555348,26.75563,-1.362407,1.688612,-0.8027503,2.686206,8.897761,-8.876348,45.17989
"130-5",1999,"us",5,130,6.13643,3.688879,26.7823,-1.348924,1.685653,-0.8128061,2.693107,8.897761,-8.964086,45.14566
"130-7",1990,"us",7,130,7.231504,4.406719,26.48287,-1.299541,1.573436,-0.6569914,2.681658,8.897761,-9.860698,41.6691
"130-7",1991,"us",7,130,7.231504,5.710427,26.5742,-1.384216,1.614589,-0.754738,2.683522,8.897761,-9.511109,42.9064
"130-7",1992,"us",7,130,7.231504,5.710427,26.59311,-1.390249,1.649312,-0.8433805,2.686402,8.897761,-9.22778,43.86034
"130-7",1993,"us",7,130,7.231504,5.755742,26.61505,-1.357827,1.668223,-0.8816995,2.687543,8.897761,-9.069661,44.39984
"130-7",1994,"us",7,130,7.231504,5.852202,26.64893,-1.342673,1.675492,-0.8910202,2.684507,8.897761,-8.977977,44.65005
"130-7",1999,"us",7,130,7.270243,5.937536,26.7823,-1.348924,1.685653,-0.8128061,2.693107,8.897761,-8.964086,45.14566
"131-1",1989,"us",1,131,4.672829,5.370638,26.49628,-1.135679,1.352417,-0.2683623,-0.0033708,8.821716,11.96038,35.83403
"131-1",1990,"us",1,131,4.83866,5.459586,26.52885,-1.137672,1.360753,-0.3149622,-0.0082131,8.821716,12.07663,36.09922
"131-1",1991,"us",1,131,4.850467,5.68358,26.61693,-1.209331,1.384112,-0.2129365,-0.0191045,8.821716,12.37878,36.84082
"131-1",1992,"us",1,131,5.379897,5.826,26.63405,-1.220037,1.399647,-0.1672309,-0.0303624,8.821716,12.61514,37.27827
"131-1",1993,"us",1,131,5.126342,5.594711,26.65019,-1.216287,1.405961,-0.0939233,-0.0398806,8.821716,12.7548,37.46912
"131-1",1994,"us",1,131,5.189618,5.659482,26.68298,-1.208393,1.408734,-0.0710772,-0.0521529,8.821716,12.88753,37.58921
"131-1",1995,"us",1,131,5.627981,5.717028,26.71321,-1.196397,1.411013,-0.1033004,-0.0637579,8.821716,13.01001,37.6927
"131-1",1996,"us",1,131,5.782594,6.079933,26.75151,-1.182153,1.408387,-0.1294651,-0.0750829,8.821716,13.08675,37.67648
"131-1",1997,"us",1,131,5.9496,5.899898,26.7873,-1.170858,1.398821,-0.1515252,-0.0850939,8.821716,13.09068,37.47065
"131-1",1998,"us",1,131,5.833933,5.820083,26.80039,-1.186737,1.404134,-0.1714792,-0.0940349,8.821716,13.21642,37.63135
"131-1",1999,"us",1,131,5.968196,5.852202,26.82554,-1.182052,1.413126,-0.1896182,-0.1019025,8.821716,13.36515,37.90786
"131-2",1989,"us",2,131,5.68833,5.347107,26.49628,-1.135679,1.352417,-0.2683623,-0.0033708,8.821716,11.96038,35.83403
"131-2",1990,"us",2,131,5.635504,5.370638,26.52885,-1.137672,1.360753,-0.3149622,-0.0082131,8.821716,12.07663,36.09922
"131-2",1991,"us",2,131,6.883975,5.598422,26.61693,-1.209331,1.384112,-0.2129365,-0.0191045,8.821716,12.37878,36.84082
"131-2",1992,"us",2,131,6.883975,5.961005,26.63405,-1.220037,1.399647,-0.1672309,-0.0303624,8.821716,12.61514,37.27827
"131-2",1993,"us",2,131,6.883975,5.902633,26.65019,-1.216287,1.405961,-0.0939233,-0.0398806,8.821716,12.7548,37.46912
"131-2",1994,"us",2,131,5.768008,5.774551,26.68298,-1.208393,1.408734,-0.0710772,-0.0521529,8.821716,12.88753,37.58921
"131-2",1995,"us",2,131,7.063733,5.910797,26.71321,-1.196397,1.411013,-0.1033004,-0.0637579,8.821716,13.01001,37.6927
"131-2",1996,"us",2,131,7.063733,6.068426,26.75151,-1.182153,1.408387,-0.1294651,-0.0750829,8.821716,13.08675,37.67648
"131-2",1997,"us",2,131,7.063733,5.955837,26.7873,-1.170858,1.398821,-0.1515252,-0.0850939,8.821716,13.09068,37.47065
"131-2",1998,"us",2,131,5.570632,5.986452,26.80039,-1.186737,1.404134,-0.1714792,-0.0940349,8.821716,13.21642,37.63135
"131-2",1999,"us",2,131,6.426327,6.042633,26.82554,-1.182052,1.413126,-0.1896182,-0.1019025,8.821716,13.36515,37.90786
"131-3",1989,"us",3,131,4.31348,2.944439,26.49628,-1.135679,1.352417,-0.2683623,-0.0033708,8.821716,11.96038,35.83403
"131-3",1990,"us",3,131,4.412798,2.772589,26.52885,-1.137672,1.360753,-0.3149622,-0.0082131,8.821716,12.07663,36.09922
"131-3",1991,"us",3,131,5.496348,2.890372,26.61693,-1.209331,1.384112,-0.2129365,-0.0191045,8.821716,12.37878,36.84082
"131-3",1992,"us",3,131,5.496348,3.178054,26.63405,-1.220037,1.399647,-0.1672309,-0.0303624,8.821716,12.61514,37.27827
"131-3",1993,"us",3,131,5.496348,3.258096,26.65019,-1.216287,1.405961,-0.0939233,-0.0398806,8.821716,12.7548,37.46912
"131-3",1994,"us",3,131,4.933754,2.995732,26.68298,-1.208393,1.408734,-0.0710772,-0.0521529,8.821716,12.88753,37.58921
"131-3",1996,"us",3,131,6.29268,3.367296,26.75151,-1.182153,1.408387,-0.1294651,-0.0750829,8.821716,13.08675,37.67648
"131-3",1997,"us",3,131,6.29268,3.663562,26.7873,-1.170858,1.398821,-0.1515252,-0.0850939,8.821716,13.09068,37.47065
"131-3",1998,"us",3,131,5.155024,3.496508,26.80039,-1.186737,1.404134,-0.1714792,-0.0940349,8.821716,13.21642,37.63135
"131-3",1999,"us",3,131,5.211669,3.713572,26.82554,-1.182052,1.413126,-0.1896182,-0.1019025,8.821716,13.36515,37.90786
"131-4",1994,"us",4,131,7.462445,1.609438,26.68298,-1.208393,1.408734,-0.0710772,-0.0521529,8.821716,12.88753,37.58921
"131-4",1995,"us",4,131,7.738706,1.791759,26.71321,-1.196397,1.411013,-0.1033004,-0.0637579,8.821716,13.01001,37.6927
"131-4",1996,"us",4,131,7.738706,1.386294,26.75151,-1.182153,1.408387,-0.1294651,-0.0750829,8.821716,13.08675,37.67648
"131-4",1997,"us",4,131,7.738706,1.609438,26.7873,-1.170858,1.398821,-0.1515252,-0.0850939,8.821716,13.09068,37.47065
"131-4",1998,"us",4,131,7.62657,2.564949,26.80039,-1.186737,1.404134,-0.1714792,-0.0940349,8.821716,13.21642,37.63135
"131-4",1999,"us",4,131,7.62657,2.944439,26.82554,-1.182052,1.413126,-0.1896182,-0.1019025,8.821716,13.36515,37.90786
"131-5",1989,"us",5,131,6.447306,4.744932,26.49628,-1.135679,1.352417,-0.2683623,-0.0033708,8.821716,11.96038,35.83403
"131-5",1990,"us",5,131,8.524764,4.934474,26.52885,-1.137672,1.360753,-0.3149622,-0.0082131,8.821716,12.07663,36.09922
"131-5",1991,"us",5,131,8.524764,4.990433,26.61693,-1.209331,1.384112,-0.2129365,-0.0191045,8.821716,12.37878,36.84082
"131-5",1992,"us",5,131,8.524764,5.209486,26.63405,-1.220037,1.399647,-0.1672309,-0.0303624,8.821716,12.61514,37.27827
"131-5",1993,"us",5,131,8.524764,5.010635,26.65019,-1.216287,1.405961,-0.0939233,-0.0398806,8.821716,12.7548,37.46912
"131-5",1994,"us",5,131,8.524764,5.83773,26.68298,-1.208393,1.408734,-0.0710772,-0.0521529,8.821716,12.88753,37.58921
"131-5",1995,"us",5,131,9.030603,5.897154,26.71321,-1.196397,1.411013,-0.1033004,-0.0637579,8.821716,13.01001,37.6927
"131-5",1996,"us",5,131,9.030603,6.295266,26.75151,-1.182153,1.408387,-0.1294651,-0.0750829,8.821716,13.08675,37.67648
"131-5",1997,"us",5,131,9.030603,6.496775,26.7873,-1.170858,1.398821,-0.1515252,-0.0850939,8.821716,13.09068,37.47065
"131-5",1998,"us",5,131,9.49889,6.395262,26.80039,-1.186737,1.404134,-0.1714792,-0.0940349,8.821716,13.21642,37.63135
"131-5",1999,"us",5,131,9.49889,5.69036,26.82554,-1.182052,1.413126,-0.1896182,-0.1019025,8.821716,13.36515,37.90786
"131-6",1991,"us",6,131,6.934787,2.397895,26.61693,-1.209331,1.384112,-0.2129365,-0.0191045,8.821716,12.37878,36.84082
"131-6",1992,"us",6,131,6.934787,2.302585,26.63405,-1.220037,1.399647,-0.1672309,-0.0303624,8.821716,12.61514,37.27827
"131-6",1993,"us",6,131,6.934787,2.302585,26.65019,-1.216287,1.405961,-0.0939233,-0.0398806,8.821716,12.7548,37.46912
"131-7",1989,"us",7,131,7.8276,4.26268,26.49628,-1.135679,1.352417,-0.2683623,-0.0033708,8.821716,11.96038,35.83403
"131-7",1990,"us",7,131,7.8276,4.330733,26.52885,-1.137672,1.360753,-0.3149622,-0.0082131,8.821716,12.07663,36.09922
"131-7",1991,"us",7,131,7.8276,4.41884,26.61693,-1.209331,1.384112,-0.2129365,-0.0191045,8.821716,12.37878,36.84082
"131-7",1992,"us",7,131,7.8276,4.672829,26.63405,-1.220037,1.399647,-0.1672309,-0.0303624,8.821716,12.61514,37.27827
"131-7",1993,"us",7,131,7.8276,4.736198,26.65019,-1.216287,1.405961,-0.0939233,-0.0398806,8.821716,12.7548,37.46912
"131-7",1994,"us",7,131,7.8276,4.962845,26.68298,-1.208393,1.408734,-0.0710772,-0.0521529,8.821716,12.88753,37.58921
"131-7",1996,"us",7,131,8.089759,5.347107,26.75151,-1.182153,1.408387,-0.1294651,-0.0750829,8.821716,13.08675,37.67648
"131-7",1997,"us",7,131,8.089759,5.141664,26.7873,-1.170858,1.398821,-0.1515252,-0.0850939,8.821716,13.09068,37.47065
"131-7",1998,"us",7,131,8.089759,5.181784,26.80039,-1.186737,1.404134,-0.1714792,-0.0940349,8.821716,13.21642,37.63135
"131-7",1999,"us",7,131,8.089759,5.170484,26.82554,-1.182052,1.413126,-0.1896182,-0.1019025,8.821716,13.36515,37.90786
"132-1",1993,"us",1,132,5.072671,4.442651,26.65459,-1.200984,1.322978,-0.0976616,2.732176,9.012117,-12.69986,35.26344
"132-1",1994,"us",1,132,5.257495,3.218876,26.69992,-1.152875,1.280593,-0.1528278,2.718856,9.012117,-12.9618,34.19172
"132-1",1998,"us",1,132,5.068275,2.564949,26.83624,-1.080924,1.072038,-0.489406,2.658916,9.012117,-14.30112,28.76949
"132-2",1989,"us",2,132,6.967062,3.178054,26.4482,-1.305473,1.427589,0.1489373,2.772719,9.012117,-12.12247,37.75715
"132-2",1990,"us",2,132,7.138549,4.718499,26.49016,-1.27019,1.418734,0.1011982,2.753667,9.012117,-12.03058,37.58249
"132-2",1991,"us",2,132,8.494313,3.7612,26.5938,-1.296918,1.396221,0.0513022,2.749252,9.012117,-12.19368,37.13082
"132-2",1992,"us",2,132,8.494313,3.218876,26.62073,-1.269773,1.363393,-0.0223999,2.738646,9.012117,-12.39394,36.29452
"132-2",1993,"us",2,132,8.494313,4.158883,26.65459,-1.200984,1.322978,-0.0976616,2.732176,9.012117,-12.69986,35.26344
"132-2",1994,"us",2,132,7.554806,5.298317,26.69992,-1.152875,1.280593,-0.1528278,2.718856,9.012117,-12.9618,34.19172
"132-2",1995,"us",2,132,8.892048,5.560682,26.73686,-1.12241,1.234891,-0.2535025,2.707446,9.012117,-13.27084,33.0171
"132-2",1996,"us",2,132,8.892048,5.717028,26.77896,-1.099719,1.173315,-0.3461361,2.686807,9.012117,-13.63976,31.42017
"132-2",1997,"us",2,132,8.892048,6.003887,26.82133,-1.07305,1.11156,-0.4231622,2.672904,9.012117,-14.07102,29.81351
"132-2",1998,"us",2,132,7.632304,5.680172,26.83624,-1.080924,1.072038,-0.489406,2.658916,9.012117,-14.30112,28.76949
"132-2",1999,"us",2,132,8.45084,6.343881,26.8662,-1.064957,1.044824,-0.5470969,2.671483,9.012117,-14.65963,28.07046
"132-3",1989,"us",3,132,5.531807,2.944439,26.4482,-1.305473,1.427589,0.1489373,2.772719,9.012117,-12.12247,37.75715
"132-3",1990,"us",3,132,5.697429,3.218876,26.49016,-1.27019,1.418734,0.1011982,2.753667,9.012117,-12.03058,37.58249
"132-3",1991,"us",3,132,6.842363,3.258096,26.5938,-1.296918,1.396221,0.0513022,2.749252,9.012117,-12.19368,37.13082
"132-3",1992,"us",3,132,6.842363,3.332205,26.62073,-1.269773,1.363393,-0.0223999,2.738646,9.012117,-12.39394,36.29452
"132-3",1993,"us",3,132,6.842363,4.934474,26.65459,-1.200984,1.322978,-0.0976616,2.732176,9.012117,-12.69986,35.26344
"132-3",1994,"us",3,132,5.582744,4.990433,26.69992,-1.152875,1.280593,-0.1528278,2.718856,9.012117,-12.9618,34.19172
"132-3",1995,"us",3,132,7.148974,5.170484,26.73686,-1.12241,1.234891,-0.2535025,2.707446,9.012117,-13.27084,33.0171
"132-3",1996,"us",3,132,7.148974,5.247024,26.77896,-1.099719,1.173315,-0.3461361,2.686807,9.012117,-13.63976,31.42017
"132-3",1997,"us",3,132,7.148974,3.637586,26.82133,-1.07305,1.11156,-0.4231622,2.672904,9.012117,-14.07102,29.81351
"132-3",1998,"us",3,132,6.033086,3.526361,26.83624,-1.080924,1.072038,-0.489406,2.658916,9.012117,-14.30112,28.76949
"132-3",1999,"us",3,132,6.743706,2.890372,26.8662,-1.064957,1.044824,-0.5470969,2.671483,9.012117,-14.65963,28.07046
"132-4",1989,"us",4,132,7.482344,6.139884,26.4482,-1.305473,1.427589,0.1489373,2.772719,9.012117,-12.12247,37.75715
"132-4",1990,"us",4,132,9.245949,6.626718,26.49016,-1.27019,1.418734,0.1011982,2.753667,9.012117,-12.03058,37.58249
"132-4",1991,"us",4,132,9.245949,6.948897,26.5938,-1.296918,1.396221,0.0513022,2.749252,9.012117,-12.19368,37.13082
"132-4",1992,"us",4,132,9.245949,7.345365,26.62073,-1.269773,1.363393,-0.0223999,2.738646,9.012117,-12.39394,36.29452
"132-4",1993,"us",4,132,9.245949,7.668094,26.65459,-1.200984,1.322978,-0.0976616,2.732176,9.012117,-12.69986,35.26344
"132-4",1994,"us",4,132,9.245949,6.776507,26.69992,-1.152875,1.280593,-0.1528278,2.718856,9.012117,-12.9618,34.19172
"132-4",1995,"us",4,132,9.275154,6.727432,26.73686,-1.12241,1.234891,-0.2535025,2.707446,9.012117,-13.27084,33.0171
"132-4",1996,"us",4,132,9.275154,6.837333,26.77896,-1.099719,1.173315,-0.3461361,2.686807,9.012117,-13.63976,31.42017
"132-4",1997,"us",4,132,9.275154,7.781556,26.82133,-1.07305,1.11156,-0.4231622,2.672904,9.012117,-14.07102,29.81351
"132-4",1998,"us",4,132,9.334468,7.765145,26.83624,-1.080924,1.072038,-0.489406,2.658916,9.012117,-14.30112,28.76949
"132-4",1999,"us",4,132,9.334468,8.272571,26.8662,-1.064957,1.044824,-0.5470969,2.671483,9.012117,-14.65963,28.07046
"132-5",1989,"us",5,132,7.253046,6.863803,26.4482,-1.305473,1.427589,0.1489373,2.772719,9.012117,-12.12247,37.75715
"132-5",1990,"us",5,132,9.31739,6.929517,26.49016,-1.27019,1.418734,0.1011982,2.753667,9.012117,-12.03058,37.58249
"132-5",1991,"us",5,132,9.31739,7.084227,26.5938,-1.296918,1.396221,0.0513022,2.749252,9.012117,-12.19368,37.13082
"132-5",1992,"us",5,132,9.31739,7.200425,26.62073,-1.269773,1.363393,-0.0223999,2.738646,9.012117,-12.39394,36.29452
"132-5",1993,"us",5,132,9.31739,7.486053,26.65459,-1.200984,1.322978,-0.0976616,2.732176,9.012117,-12.69986,35.26344
"132-5",1994,"us",5,132,9.31739,7.693026,26.69992,-1.152875,1.280593,-0.1528278,2.718856,9.012117,-12.9618,34.19172
"132-5",1995,"us",5,132,9.32156,7.993958,26.73686,-1.12241,1.234891,-0.2535025,2.707446,9.012117,-13.27084,33.0171
"132-5",1996,"us",5,132,9.32156,8.159946,26.77896,-1.099719,1.173315,-0.3461361,2.686807,9.012117,-13.63976,31.42017
"132-5",1997,"us",5,132,9.32156,8.230844,26.82133,-1.07305,1.11156,-0.4231622,2.672904,9.012117,-14.07102,29.81351
"132-5",1998,"us",5,132,9.363096,8.222553,26.83624,-1.080924,1.072038,-0.489406,2.658916,9.012117,-14.30112,28.76949
"132-5",1999,"us",5,132,9.363096,8.447414,26.8662,-1.064957,1.044824,-0.5470969,2.671483,9.012117,-14.65963,28.07046
"132-6",1991,"us",6,132,8.930957,3.526361,26.5938,-1.296918,1.396221,0.0513022,2.749252,9.012117,-12.19368,37.13082
"132-6",1994,"us",6,132,8.930957,4.343805,26.69992,-1.152875,1.280593,-0.1528278,2.718856,9.012117,-12.9618,34.19172
"132-6",1995,"us",6,132,8.674487,4.465908,26.73686,-1.12241,1.234891,-0.2535025,2.707446,9.012117,-13.27084,33.0171
"132-6",1996,"us",6,132,8.674487,3.912023,26.77896,-1.099719,1.173315,-0.3461361,2.686807,9.012117,-13.63976,31.42017
"132-6",1997,"us",6,132,8.674487,4.127134,26.82133,-1.07305,1.11156,-0.4231622,2.672904,9.012117,-14.07102,29.81351
"132-6",1998,"us",6,132,8.717502,5.087596,26.83624,-1.080924,1.072038,-0.489406,2.658916,9.012117,-14.30112,28.76949
"132-6",1999,"us",6,132,8.717502,5.347107,26.8662,-1.064957,1.044824,-0.5470969,2.671483,9.012117,-14.65963,28.07046
"132-7",1989,"us",7,132,8.949794,4.787492,26.4482,-1.305473,1.427589,0.1489373,2.772719,9.012117,-12.12247,37.75715
"132-7",1992,"us",7,132,8.949794,5.225747,26.62073,-1.269773,1.363393,-0.0223999,2.738646,9.012117,-12.39394,36.29452
"132-7",1994,"us",7,132,8.949794,5.370638,26.69992,-1.152875,1.280593,-0.1528278,2.718856,9.012117,-12.9618,34.19172
"132-7",1997,"us",7,132,9.128035,6.023448,26.82133,-1.07305,1.11156,-0.4231622,2.672904,9.012117,-14.07102,29.81351
"132-7",1998,"us",7,132,9.128035,6.137727,26.83624,-1.080924,1.072038,-0.489406,2.658916,9.012117,-14.30112,28.76949
"132-7",1999,"us",7,132,9.128035,6.363028,26.8662,-1.064957,1.044824,-0.5470969,2.671483,9.012117,-14.65963,28.07046
"134-1",1989,"us",1,134,3.850147,3.433987,26.6011,-0.9071973,0.9345032,0.2166555,-0.2626012,8.932794,10.69349,24.85881
"134-1",1990,"us",1,134,3.923952,3.663562,26.65525,-0.8763972,0.8624479,0.206957,-0.2697611,8.932794,10.11379,22.98877
"134-1",1991,"us",1,134,4.295924,3.73767,26.75731,-0.8880915,0.7846962,0.1944031,-0.2759624,8.932794,9.474644,20.99636
"134-1",1992,"us",1,134,4.552824,4.317488,26.79449,-0.8645512,0.7115385,0.1835759,-0.2783682,8.932794,8.842632,19.06531
"134-1",1993,"us",1,134,4.773224,3.951244,26.82975,-0.8394917,0.6378006,0.2463013,-0.2790793,8.932794,8.190299,17.11203
"134-1",1994,"us",1,134,4.772378,4.779123,26.87803,-0.8197848,0.5643463,0.2594866,-0.2793725,8.932794,7.536766,15.16852
"134-1",1995,"us",1,134,5.149237,4.795791,26.92432,-0.8003573,0.4921125,0.2632756,-0.2748766,8.932794,6.851355,13.24979
